ID_FUNKTION_NEW,ID_EINSITZ_NEW,ID_PERSON_NEW,ID_PERSON,FUNKTIONSBEZEICHNUNG,DATUM_VON_TAG,DATUM_VON_MONAT,DATUM_VON_JAHR,DATUM_BIS_TAG,DATUM_BIS_MONAT,DATUM_BIS_JAHR
9538_EINSITZ_2_FUNKTION_1,9538_EINSITZ_2,9538,Baur_Jakob_1860__,,,,,,,
9542_EINSITZ_1_FUNKTION_1,9542_EINSITZ_1,9542,Rutschmann_Johann_1853__,,,,,,,
9543_EINSITZ_1_FUNKTION_1,9543_EINSITZ_1,9543,Graf_Johann_Jakob_1854__,,,,,,,
9545_EINSITZ_1_FUNKTION_1,9545_EINSITZ_1,9545,Neukom_Albert_1867__,,,,,,,
9545_EINSITZ_2_FUNKTION_1,9545_EINSITZ_2,9545,Neukom_Albert_1867__,,,,,,,
9545_EINSITZ_3_FUNKTION_1,9545_EINSITZ_3,9545,Neukom_Albert_1867__,,,,,,,
9551_EINSITZ_1_FUNKTION_1,9551_EINSITZ_1,9551,Surber_Heinrich_1846__,,,,,,,
9558_EINSITZ_1_FUNKTION_1,9558_EINSITZ_1,9558,Ganz_Konrad_1862__,,,,,,,
9562_EINSITZ_1_FUNKTION_1,9562_EINSITZ_1,9562,Benz_Alfred_1867__,,,,,,,
9574_EINSITZ_1_FUNKTION_1,9574_EINSITZ_1,9574,Kunz_Heinrich_1842__,,,,,,,
9575_EINSITZ_1_FUNKTION_1,9575_EINSITZ_1,9575,Kunz_Julius_1860__,,,,,,,
9576_EINSITZ_1_FUNKTION_1,9576_EINSITZ_1,9576,Widmer_Franz_1847__,,,,,,,
9583_EINSITZ_1_FUNKTION_1,9583_EINSITZ_1,9583,Dübendorfer_Hans_1878__,,,,,,,
9583_EINSITZ_2_FUNKTION_1,9583_EINSITZ_2,9583,Dübendorfer_Hans_1878__,,,,,,,
9583_EINSITZ_3_FUNKTION_1,9583_EINSITZ_3,9583,Dübendorfer_Hans_1878__,,,,,,,
9584_EINSITZ_1_FUNKTION_1,9584_EINSITZ_1,9584,Cornaz_Jean-Luc_1959_07_01,Mitglied,21,5,2007,8,5,2011
9590_EINSITZ_1_FUNKTION_1,9590_EINSITZ_1,9590,Schüepp_Jacques_1858__,,,,,,,
9597_EINSITZ_1_FUNKTION_1,9597_EINSITZ_1,9597,Dändliker_Gustav_1886__,,,,,,,
9601_EINSITZ_1_FUNKTION_1,9601_EINSITZ_1,9601,Fischer_Eduard_1859__,,,,,,,
9606_EINSITZ_1_FUNKTION_1,9606_EINSITZ_1,9606,Gross_Arnold_1859__,,,,,,,
9612_EINSITZ_2_FUNKTION_1,9612_EINSITZ_2,9612,Streuli_Gottlieb_1880__,,,,,,,
9612_EINSITZ_1_FUNKTION_1,9612_EINSITZ_1,9612,Streuli_Gottlieb_1880__,,,,,,,
9624_EINSITZ_1_FUNKTION_1,9624_EINSITZ_1,9624,Sutter_Jakob_1866__,,,,,,,
9630_EINSITZ_1_FUNKTION_1,9630_EINSITZ_1,9630,Meier_Albert_1869__,,,,,,,
9646_EINSITZ_2_FUNKTION_1,9646_EINSITZ_2,9646,Hafner-Tobler_Emil_1846__,,,,,,,
9646_EINSITZ_1_FUNKTION_1,9646_EINSITZ_1,9646,Hafner-Tobler_Emil_1846__,,,,,,,
9646_EINSITZ_3_FUNKTION_1,9646_EINSITZ_3,9646,Hafner-Tobler_Emil_1846__,,,,,,,
9675_EINSITZ_1_FUNKTION_1,9675_EINSITZ_1,9675,Bruppacher_Hermann_1838__,,,,,,,
9678_EINSITZ_1_FUNKTION_1,9678_EINSITZ_1,9678,Kern_Jakob_1856__,,,,,,,
9697_EINSITZ_3_FUNKTION_1,9697_EINSITZ_3,9697,Zuppinger-Spitzer_Johann_Friedrich_1848__,,,,,,,
9697_EINSITZ_2_FUNKTION_1,9697_EINSITZ_2,9697,Zuppinger-Spitzer_Johann_Friedrich_1848__,,,,,,,
9697_EINSITZ_1_FUNKTION_1,9697_EINSITZ_1,9697,Zuppinger-Spitzer_Johann_Friedrich_1848__,,,,,,,
9708_EINSITZ_1_FUNKTION_1,9708_EINSITZ_1,9708,Huber_Eduard_1845__,,,,,,,
9710_EINSITZ_1_FUNKTION_1,9710_EINSITZ_1,9710,Funk_Rudolf_1842__,,,,,,,
9731_EINSITZ_1_FUNKTION_1,9731_EINSITZ_1,9731,Hiestand_August_1844__,,,,,,,
9742_EINSITZ_2_FUNKTION_1,9742_EINSITZ_2,9742,Brändli_Jakob_1854__,,,,,,,
9742_EINSITZ_1_FUNKTION_1,9742_EINSITZ_1,9742,Brändli_Jakob_1854__,,,,,,,
9760_EINSITZ_1_FUNKTION_1,9760_EINSITZ_1,9760,Hotz_Johannes_1855__,,,,,,,
9762_EINSITZ_1_FUNKTION_1,9762_EINSITZ_1,9762,Huber_Karl_1848__,,,,,,,
9771_EINSITZ_1_FUNKTION_1,9771_EINSITZ_1,9771,Walder_Robert_1843__,,,,,,,
9803_EINSITZ_2_FUNKTION_1,9803_EINSITZ_2,9803,Hotz_Robert_1849__,,,,,,,
9803_EINSITZ_1_FUNKTION_1,9803_EINSITZ_1,9803,Hotz_Robert_1849__,,,,,,,
9809_EINSITZ_1_FUNKTION_1,9809_EINSITZ_1,9809,Heusser_Lukas_1842__,,,,,,,
9825_EINSITZ_1_FUNKTION_1,9825_EINSITZ_1,9825,Schaufelberger_Jakob_1860__,,,,,,,
9826_EINSITZ_1_FUNKTION_1,9826_EINSITZ_1,9826,Kunz-Brunner_Friedrich_1852__,,,,,,,
9834_EINSITZ_1_FUNKTION_1,9834_EINSITZ_1,9834,Brunner_Emanuel_1836__,,,,,,,
9868_EINSITZ_2_FUNKTION_1,9868_EINSITZ_2,9868,Bachofen-Braschler_Rudolf_1866__,,,,,,,
9868_EINSITZ_1_FUNKTION_1,9868_EINSITZ_1,9868,Bachofen-Braschler_Rudolf_1866__,,,,,,,
9870_EINSITZ_1_FUNKTION_1,9870_EINSITZ_1,9870,Moos_Robert_1857__,,,,,,,
9873_EINSITZ_1_FUNKTION_1,9873_EINSITZ_1,9873,Winkler_Edwin_1860__,,,,,,,
9873_EINSITZ_2_FUNKTION_1,9873_EINSITZ_2,9873,Winkler_Edwin_1860__,,,,,,,
9876_EINSITZ_1_FUNKTION_1,9876_EINSITZ_1,9876,Greuter_Jakob_1856__,,,,,,,
9876_EINSITZ_2_FUNKTION_1,9876_EINSITZ_2,9876,Greuter_Jakob_1856__,,,,,,,
9879_EINSITZ_1_FUNKTION_1,9879_EINSITZ_1,9879,Weber_Heinrich_1849__,,,,,,,
9905_EINSITZ_1_FUNKTION_1,9905_EINSITZ_1,9905,Dändliker_Heinrich_1851__,,,,,,,
9908_EINSITZ_1_FUNKTION_1,9908_EINSITZ_1,9908,Wachter_Kaspar_1855__,,,,,,,
9918_EINSITZ_1_FUNKTION_1,9918_EINSITZ_1,9918,Müller_Jakob_1861__,,,,,,,
9920_EINSITZ_1_FUNKTION_1,9920_EINSITZ_1,9920,Kessler_Jakob_1867__,,,,,,,
9921_EINSITZ_1_FUNKTION_1,9921_EINSITZ_1,9921,Peter_Bernhard_1866__,,,,,,,
9921_EINSITZ_2_FUNKTION_1,9921_EINSITZ_2,9921,Peter_Bernhard_1866__,,,,,,,
9921_EINSITZ_3_FUNKTION_1,9921_EINSITZ_3,9921,Peter_Bernhard_1866__,,,,,,,
9923_EINSITZ_1_FUNKTION_1,9923_EINSITZ_1,9923,Jung_Ernst_1871__,,,,,,,
9923_EINSITZ_2_FUNKTION_1,9923_EINSITZ_2,9923,Jung_Ernst_1871__,,,,,,,
9924_EINSITZ_1_FUNKTION_1,9924_EINSITZ_1,9924,Spörri_Engelbert_1857__,,,,,,,
9924_EINSITZ_2_FUNKTION_1,9924_EINSITZ_2,9924,Spörri_Engelbert_1857__,,,,,,,
9930_EINSITZ_1_FUNKTION_1,9930_EINSITZ_1,9930,Schär_Rudolf_1856__,,,,,,,
9930_EINSITZ_2_FUNKTION_1,9930_EINSITZ_2,9930,Schär_Rudolf_1856__,,,,,,,
9937_EINSITZ_2_FUNKTION_1,9937_EINSITZ_2,9937,Nötzli_Emil_1869__,,,,,,,
9937_EINSITZ_1_FUNKTION_1,9937_EINSITZ_1,9937,Nötzli_Emil_1869__,,,,,,,
9937_EINSITZ_3_FUNKTION_1,9937_EINSITZ_3,9937,Nötzli_Emil_1869__,,,,,,,
9940_EINSITZ_2_FUNKTION_1,9940_EINSITZ_2,9940,Ott_Jakob_1862__,,,,,,,
9940_EINSITZ_1_FUNKTION_1,9940_EINSITZ_1,9940,Ott_Jakob_1862__,,,,,,,
9940_EINSITZ_3_FUNKTION_1,9940_EINSITZ_3,9940,Ott_Jakob_1862__,,,,,,,
9940_EINSITZ_4_FUNKTION_1,9940_EINSITZ_4,9940,Ott_Jakob_1862__,,,,,,,
9941_EINSITZ_1_FUNKTION_1,9941_EINSITZ_1,9941,Krauer_Rudolf_1851__,,,,,,,
9941_EINSITZ_2_FUNKTION_1,9941_EINSITZ_2,9941,Krauer_Rudolf_1851__,,,,,,,
9941_EINSITZ_3_FUNKTION_1,9941_EINSITZ_3,9941,Krauer_Rudolf_1851__,,,,,,,
9948_EINSITZ_1_FUNKTION_1,9948_EINSITZ_1,9948,Meier_Paul_1863__,,,,,,,
9948_EINSITZ_2_FUNKTION_1,9948_EINSITZ_2,9948,Meier_Paul_1863__,,,,,,,
9950_EINSITZ_1_FUNKTION_1,9950_EINSITZ_1,9950,Erb_Jakob_1858__,,,,,,,
9950_EINSITZ_2_FUNKTION_1,9950_EINSITZ_2,9950,Erb_Jakob_1858__,,,,,,,
9950_EINSITZ_4_FUNKTION_1,9950_EINSITZ_4,9950,Erb_Jakob_1858__,,,,,,,
9950_EINSITZ_3_FUNKTION_1,9950_EINSITZ_3,9950,Erb_Jakob_1858__,,,,,,,
9951_EINSITZ_1_FUNKTION_1,9951_EINSITZ_1,9951,Peter_Paul_1876__,,,,,,,
9953_EINSITZ_1_FUNKTION_1,9953_EINSITZ_1,9953,Schuler_Wilhelm_1862__,,,,,,,
9953_EINSITZ_2_FUNKTION_1,9953_EINSITZ_2,9953,Schuler_Wilhelm_1862__,,,,,,,
9955_EINSITZ_1_FUNKTION_1,9955_EINSITZ_1,9955,Frei_Heinrich_1857__,,,,,,,
9955_EINSITZ_2_FUNKTION_1,9955_EINSITZ_2,9955,Frei_Heinrich_1857__,,,,,,,
9955_EINSITZ_3_FUNKTION_1,9955_EINSITZ_3,9955,Frei_Heinrich_1857__,,,,,,,
9956_EINSITZ_1_FUNKTION_1,9956_EINSITZ_1,9956,Fehr_Karl_1868__,,,,,,,
9956_EINSITZ_2_FUNKTION_1,9956_EINSITZ_2,9956,Fehr_Karl_1868__,,,,,,,
9963_EINSITZ_1_FUNKTION_1,9963_EINSITZ_1,9963,Egli_Hermann_1867__,,,,,,,
9963_EINSITZ_2_FUNKTION_1,9963_EINSITZ_2,9963,Egli_Hermann_1867__,,,,,,,
9969_EINSITZ_3_FUNKTION_1,9969_EINSITZ_3,9969,Bantli_Arnold_1877__,,,,,,,
9969_EINSITZ_1_FUNKTION_1,9969_EINSITZ_1,9969,Bantli_Arnold_1877__,,,,,,,
9969_EINSITZ_2_FUNKTION_1,9969_EINSITZ_2,9969,Bantli_Arnold_1877__,,,,,,,
9982_EINSITZ_1_FUNKTION_1,9982_EINSITZ_1,9982,Möschinger_Johann___,,,,,,,
9988_EINSITZ_1_FUNKTION_1,9988_EINSITZ_1,9988,Vollenweider_Heinrich_1874__,,,,,,,
9988_EINSITZ_2_FUNKTION_1,9988_EINSITZ_2,9988,Vollenweider_Heinrich_1874__,,,,,,,
9989_EINSITZ_2_FUNKTION_1,9989_EINSITZ_2,9989,Kölliker_Oskar_1866__,,,,,,,
9989_EINSITZ_1_FUNKTION_1,9989_EINSITZ_1,9989,Kölliker_Oskar_1866__,,,,,,,
9990_EINSITZ_1_FUNKTION_1,9990_EINSITZ_1,9990,Schäppi_Alwin_1862__,,,,,,,
9990_EINSITZ_2_FUNKTION_1,9990_EINSITZ_2,9990,Schäppi_Alwin_1862__,,,,,,,
9996_EINSITZ_2_FUNKTION_1,9996_EINSITZ_2,9996,Moos_Albert_1868__,,,,,,,
9996_EINSITZ_1_FUNKTION_1,9996_EINSITZ_1,9996,Moos_Albert_1868__,,,,,,,
9997_EINSITZ_2_FUNKTION_1,9997_EINSITZ_2,9997,Brätschger_Johannes_1842__,,,,,,,
9997_EINSITZ_1_FUNKTION_1,9997_EINSITZ_1,9997,Brätschger_Johannes_1842__,,,,,,,
10003_EINSITZ_1_FUNKTION_1,10003_EINSITZ_1,10003,Strehler-Hess_Emil_1853__,,,,,,,
10003_EINSITZ_2_FUNKTION_1,10003_EINSITZ_2,10003,Strehler-Hess_Emil_1853__,,,,,,,
10006_EINSITZ_1_FUNKTION_1,10006_EINSITZ_1,10006,Hüppy_Johann_1881__,,,,,,,
10028_EINSITZ_2_FUNKTION_1,10028_EINSITZ_2,10028,Schoch_Adolf_1860__,,,,,,,
10028_EINSITZ_1_FUNKTION_1,10028_EINSITZ_1,10028,Schoch_Adolf_1860__,,,,,,,
10029_EINSITZ_1_FUNKTION_1,10029_EINSITZ_1,10029,Bockhorn_Rudolf_1856__,,23,7,1917,13,5,1923
10084_EINSITZ_3_FUNKTION_1,10084_EINSITZ_3,10084,Zwingli_Jakob_1862__,,,,,,,
10084_EINSITZ_2_FUNKTION_1,10084_EINSITZ_2,10084,Zwingli_Jakob_1862__,,,,,,,
10084_EINSITZ_1_FUNKTION_1,10084_EINSITZ_1,10084,Zwingli_Jakob_1862__,,,,,,,
10085_EINSITZ_1_FUNKTION_1,10085_EINSITZ_1,10085,Kupper_Heinrich_1852__,,,,,,,
10089_EINSITZ_1_FUNKTION_1,10089_EINSITZ_1,10089,Möller_Jakob_1861__,,,,,,,
10105_EINSITZ_1_FUNKTION_1,10105_EINSITZ_1,10105,Reimann_Konrad_1840__,,,,,,,
10110_EINSITZ_1_FUNKTION_1,10110_EINSITZ_1,10110,Bosshard_Eduard_1859__,,,,,,,
10120_EINSITZ_1_FUNKTION_1,10120_EINSITZ_1,10120,Zuber_Johann_Ulrich_1857__,,,,,,,
10126_EINSITZ_1_FUNKTION_1,10126_EINSITZ_1,10126,Schneiter_Friedrich_1841__,,,,,,,
10137_EINSITZ_1_FUNKTION_1,10137_EINSITZ_1,10137,Neukomm_Albert_1851__,,,,,,,
10139_EINSITZ_2_FUNKTION_1,10139_EINSITZ_2,10139,Heller_Emil_1860__,,,,,,,
10139_EINSITZ_1_FUNKTION_1,10139_EINSITZ_1,10139,Heller_Emil_1860__,,,,,,,
10143_EINSITZ_1_FUNKTION_1,10143_EINSITZ_1,10143,Boller_Adolf_1852__,,,,,,,
10143_EINSITZ_2_FUNKTION_1,10143_EINSITZ_2,10143,Boller_Adolf_1852__,,,,,,,
10154_EINSITZ_1_FUNKTION_1,10154_EINSITZ_1,10154,Rüegg_Jakob_1838__,,,,,,,
10173_EINSITZ_1_FUNKTION_1,10173_EINSITZ_1,10173,Harlacher_Heinrich_1838__,,,,,,,
10196_EINSITZ_3_FUNKTION_1,10196_EINSITZ_3,10196,Hägi_Ernst_1884__,,,,,,,
10196_EINSITZ_2_FUNKTION_2,10196_EINSITZ_2,10196,Hägi_Ernst_1884__,Präsidium,14,5,1923,11,5,1924
10196_EINSITZ_2_FUNKTION_1,10196_EINSITZ_2,10196,Hägi_Ernst_1884__,1. Vizepräsidium,8,5,1922,13,5,1923
10196_EINSITZ_1_FUNKTION_1,10196_EINSITZ_1,10196,Hägi_Ernst_1884__,,,,,,,
10196_EINSITZ_4_FUNKTION_1,10196_EINSITZ_4,10196,Hägi_Ernst_1884__,,,,,,,
10204_EINSITZ_2_FUNKTION_1,10204_EINSITZ_2,10204,Bürchler_Hermann_1878__,,,,,,,
10204_EINSITZ_1_FUNKTION_1,10204_EINSITZ_1,10204,Bürchler_Hermann_1878__,,,,,,,
10204_EINSITZ_3_FUNKTION_1,10204_EINSITZ_3,10204,Bürchler_Hermann_1878__,,,,,,,
10208_EINSITZ_1_FUNKTION_1,10208_EINSITZ_1,10208,Schmid_Konrad_1873__,,,,,,,
10209_EINSITZ_1_FUNKTION_1,10209_EINSITZ_1,10209,Schurter_Johannes_1857__,,,,,,,
10220_EINSITZ_1_FUNKTION_1,10220_EINSITZ_1,10220,Weber_August_1867__,,,,,,,
10224_EINSITZ_1_FUNKTION_1,10224_EINSITZ_1,10224,Maurer_Friedrich___,,,,,,,
10225_EINSITZ_1_FUNKTION_1,10225_EINSITZ_1,10225,Meyer-Rusca_Johannes_1851_03_26,,,,,,,
10225_EINSITZ_4_FUNKTION_1,10225_EINSITZ_4,10225,Meyer-Rusca_Johannes_1851_03_26,,,,,,,
10225_EINSITZ_3_FUNKTION_1,10225_EINSITZ_3,10225,Meyer-Rusca_Johannes_1851_03_26,,,,,,,
10225_EINSITZ_2_FUNKTION_1,10225_EINSITZ_2,10225,Meyer-Rusca_Johannes_1851_03_26,,,,,,,
10227_EINSITZ_1_FUNKTION_1,10227_EINSITZ_1,10227,Weber-Boller_Heinrich_1862__,,,,,,,
10227_EINSITZ_2_FUNKTION_1,10227_EINSITZ_2,10227,Weber-Boller_Heinrich_1862__,,,,,,,
10232_EINSITZ_1_FUNKTION_1,10232_EINSITZ_1,10232,Nydegger_Fritz_1878__,,,,,,,
10234_EINSITZ_1_FUNKTION_1,10234_EINSITZ_1,10234,Bucher_Heinrich_1863__,,,,,,,
10236_EINSITZ_1_FUNKTION_1,10236_EINSITZ_1,10236,Gattiker-Leuthold_Jakob_1841__,,,,,,,
10237_EINSITZ_2_FUNKTION_1,10237_EINSITZ_2,10237,Ringger_Jakob_1857__,,,,,,,
10237_EINSITZ_1_FUNKTION_1,10237_EINSITZ_1,10237,Ringger_Jakob_1857__,,,,,,,
10237_EINSITZ_3_FUNKTION_1,10237_EINSITZ_3,10237,Ringger_Jakob_1857__,,,,,,,
10243_EINSITZ_3_FUNKTION_1,10243_EINSITZ_3,10243,Peter_Eduard_1854__,,,,,,,
10243_EINSITZ_2_FUNKTION_1,10243_EINSITZ_2,10243,Peter_Eduard_1854__,,,,,,,
10243_EINSITZ_1_FUNKTION_1,10243_EINSITZ_1,10243,Peter_Eduard_1854__,,,,,,,
10247_EINSITZ_1_FUNKTION_1,10247_EINSITZ_1,10247,Koch_Josef___,,,,,,,
10251_EINSITZ_1_FUNKTION_1,10251_EINSITZ_1,10251,Zellweger_Emil_1856__,,,,,,,
10255_EINSITZ_1_FUNKTION_1,10255_EINSITZ_1,10255,Dändliker_Johann_Heinrich_1846__,,,,,,,
10257_EINSITZ_1_FUNKTION_1,10257_EINSITZ_1,10257,Kunz-Bär_Carl_1854__,,,,,,,
10259_EINSITZ_1_FUNKTION_1,10259_EINSITZ_1,10259,Müller-Künzli_Jakob_1866__,,,,,,,
10260_EINSITZ_1_FUNKTION_1,10260_EINSITZ_1,10260,Zweifel_Paul_1872__,,,,,,,
10275_EINSITZ_1_FUNKTION_1,10275_EINSITZ_1,10275,Keller_Johannes_1858__,,,,,,,
10275_EINSITZ_2_FUNKTION_1,10275_EINSITZ_2,10275,Keller_Johannes_1858__,,,,,,,
10285_EINSITZ_3_FUNKTION_1,10285_EINSITZ_3,10285,Manz-Schäppi_Karl_1856_01_21,,,,,,,
10285_EINSITZ_1_FUNKTION_1,10285_EINSITZ_1,10285,Manz-Schäppi_Karl_1856_01_21,,,,,,,
10285_EINSITZ_2_FUNKTION_1,10285_EINSITZ_2,10285,Manz-Schäppi_Karl_1856_01_21,,,,,,,
10286_EINSITZ_2_FUNKTION_1,10286_EINSITZ_2,10286,Zuppiger_Wilhelm_1858__,,,,,,,
10286_EINSITZ_1_FUNKTION_1,10286_EINSITZ_1,10286,Zuppiger_Wilhelm_1858__,,,,,,,
10295_EINSITZ_1_FUNKTION_1,10295_EINSITZ_1,10295,Gallmann_J._Ulrich_1865__,,,,,,,
10296_EINSITZ_2_FUNKTION_1,10296_EINSITZ_2,10296,Angst_Heinrich_1855__,,,,,,,
10296_EINSITZ_1_FUNKTION_1,10296_EINSITZ_1,10296,Angst_Heinrich_1855__,,,,,,,
10308_EINSITZ_1_FUNKTION_1,10308_EINSITZ_1,10308,Fridöri_Heinrich_1861__,,,,,,,
10312_EINSITZ_1_FUNKTION_1,10312_EINSITZ_1,10312,Asper_Heinrich_1833_11_22,,,,,,,
10347_EINSITZ_1_FUNKTION_1,10347_EINSITZ_1,10347,Nauer_Jakob_1852__,,,,,,,
10348_EINSITZ_2_FUNKTION_1,10348_EINSITZ_2,10348,Meier_Rudolf_1860__,,,,,,,
10348_EINSITZ_1_FUNKTION_1,10348_EINSITZ_1,10348,Meier_Rudolf_1860__,,,,,,,
10349_EINSITZ_1_FUNKTION_1,10349_EINSITZ_1,10349,Tobler_Max_1876_06_03,,,,,,,
10351_EINSITZ_1_FUNKTION_1,10351_EINSITZ_1,10351,Schnetzler_Heinrich_1864__,,,,,,,
10353_EINSITZ_1_FUNKTION_1,10353_EINSITZ_1,10353,Girsberger_Konrad_1851__,,,,,,,
10354_EINSITZ_2_FUNKTION_1,10354_EINSITZ_2,10354,Krebs_Friedrich_1869__,,,,,,,
10354_EINSITZ_3_FUNKTION_1,10354_EINSITZ_3,10354,Krebs_Friedrich_1869__,,,,,,,
10354_EINSITZ_1_FUNKTION_1,10354_EINSITZ_1,10354,Krebs_Friedrich_1869__,,,,,,,
10358_EINSITZ_1_FUNKTION_1,10358_EINSITZ_1,10358,Schindler-Huber_Dietrich_1856__,,,,,,,
10360_EINSITZ_1_FUNKTION_1,10360_EINSITZ_1,10360,Staub_Friedrich_1856__,,,,,,,
10362_EINSITZ_2_FUNKTION_1,10362_EINSITZ_2,10362,Bommeli_Rudolf_1859__,,,,,,,
10362_EINSITZ_1_FUNKTION_1,10362_EINSITZ_1,10362,Bommeli_Rudolf_1859__,,,,,,,
10363_EINSITZ_1_FUNKTION_1,10363_EINSITZ_1,10363,Steiner_Johann_Jakob_1855__,,,,,,,
10365_EINSITZ_1_FUNKTION_1,10365_EINSITZ_1,10365,Schleuss_Johann_Friedrich_1850__,,,,,,,
10365_EINSITZ_2_FUNKTION_1,10365_EINSITZ_2,10365,Schleuss_Johann_Friedrich_1850__,,,,,,,
10370_EINSITZ_1_FUNKTION_1,10370_EINSITZ_1,10370,Benz_Johannes_1858__,,,,,,,
10370_EINSITZ_2_FUNKTION_1,10370_EINSITZ_2,10370,Benz_Johannes_1858__,,,,,,,
10371_EINSITZ_1_FUNKTION_1,10371_EINSITZ_1,10371,Huber_Rudolf___,,,,,,,
10372_EINSITZ_2_FUNKTION_1,10372_EINSITZ_2,10372,Lüde_Alexius_1860__,,,,,,,
10372_EINSITZ_1_FUNKTION_1,10372_EINSITZ_1,10372,Lüde_Alexius_1860__,,,,,,,
10376_EINSITZ_1_FUNKTION_1,10376_EINSITZ_1,10376,Ganz_Jean_1859__,,,,,,,
10379_EINSITZ_1_FUNKTION_1,10379_EINSITZ_1,10379,Weber_Julius_1853__,,,,,,,
10385_EINSITZ_2_FUNKTION_1,10385_EINSITZ_2,10385,Dändliker_Gustav_1862__,,,,,,,
10385_EINSITZ_1_FUNKTION_1,10385_EINSITZ_1,10385,Dändliker_Gustav_1862__,,,,,,,
10389_EINSITZ_1_FUNKTION_1,10389_EINSITZ_1,10389,Rubli_Jakob_1853__,,,,,,,
10389_EINSITZ_2_FUNKTION_1,10389_EINSITZ_2,10389,Rubli_Jakob_1853__,,,,,,,
10394_EINSITZ_1_FUNKTION_1,10394_EINSITZ_1,10394,Schmid_Jakob_1864__,,,,,,,
10394_EINSITZ_3_FUNKTION_1,10394_EINSITZ_3,10394,Schmid_Jakob_1864__,,,,,,,
10394_EINSITZ_2_FUNKTION_1,10394_EINSITZ_2,10394,Schmid_Jakob_1864__,,,,,,,
10397_EINSITZ_1_FUNKTION_1,10397_EINSITZ_1,10397,Bockhorn_Fritz_1871__,,,,,,,
10400_EINSITZ_1_FUNKTION_1,10400_EINSITZ_1,10400,Streuli_Gottlieb_1850__,,,,,,,
10403_EINSITZ_1_FUNKTION_1,10403_EINSITZ_1,10403,Spillmann_Emil_1871__,,,,,,,
10405_EINSITZ_1_FUNKTION_1,10405_EINSITZ_1,10405,Heusser_Wilhelm_1853__,,,,,,,
10405_EINSITZ_2_FUNKTION_1,10405_EINSITZ_2,10405,Heusser_Wilhelm_1853__,,,,,,,
10405_EINSITZ_3_FUNKTION_1,10405_EINSITZ_3,10405,Heusser_Wilhelm_1853__,,,,,,,
10405_EINSITZ_4_FUNKTION_1,10405_EINSITZ_4,10405,Heusser_Wilhelm_1853__,,,,,,,
10406_EINSITZ_1_FUNKTION_1,10406_EINSITZ_1,10406,Kunz_Gottfried_1863__,,,,,,,
10419_EINSITZ_1_FUNKTION_1,10419_EINSITZ_1,10419,Fähndrich_Moritz_1865__,,,,,,,
10419_EINSITZ_2_FUNKTION_1,10419_EINSITZ_2,10419,Fähndrich_Moritz_1865__,,,,,,,
10429_EINSITZ_1_FUNKTION_1,10429_EINSITZ_1,10429,Hardmeyer-Jenny_Johann_Jakob_1826__,,,,,,,
10470_EINSITZ_1_FUNKTION_1,10470_EINSITZ_1,10470,Schenkel_Hermann_1847__,,,,,,,
10478_EINSITZ_1_FUNKTION_1,10478_EINSITZ_1,10478,Müller_Konrad___,,,,,,,
10480_EINSITZ_1_FUNKTION_1,10480_EINSITZ_1,10480,Peter_Jakob_Christoph___,,,,,,,
10483_EINSITZ_1_FUNKTION_1,10483_EINSITZ_1,10483,Spillmann_Heinrich___,,,,,,,
10491_EINSITZ_1_FUNKTION_1,10491_EINSITZ_1,10491,Grossmann_Heinrich_1824__,,,,,,,
10496_EINSITZ_1_FUNKTION_1,10496_EINSITZ_1,10496,Krebser_August___,,,,,,,
10527_EINSITZ_1_FUNKTION_1,10527_EINSITZ_1,10527,Manz_Adolf_1858__,,,,,,,
10539_EINSITZ_1_FUNKTION_1,10539_EINSITZ_1,10539,Landolt_Hermann_1852__,,,,,,,
10544_EINSITZ_1_FUNKTION_1,10544_EINSITZ_1,10544,Leemann_Heinrich_1861__,,,,,,,
10545_EINSITZ_1_FUNKTION_1,10545_EINSITZ_1,10545,Leemann_Heinrich_1856_04_,,,,,,,
10557_EINSITZ_1_FUNKTION_1,10557_EINSITZ_1,10557,Frey_Emil_1856__,,,,,,,
10568_EINSITZ_1_FUNKTION_1,10568_EINSITZ_1,10568,Hirzel_Arnold_1859__,,,,,,,
10570_EINSITZ_2_FUNKTION_1,10570_EINSITZ_2,10570,Hirzel_Alfred_1872__,,,,,,,
10570_EINSITZ_1_FUNKTION_1,10570_EINSITZ_1,10570,Hirzel_Alfred_1872__,,,,,,,
10572_EINSITZ_1_FUNKTION_1,10572_EINSITZ_1,10572,Büeler_Heinrich_1845__,,,,,,,
10576_EINSITZ_1_FUNKTION_1,10576_EINSITZ_1,10576,Huber_Albert_1863__,,,,,,,
10580_EINSITZ_1_FUNKTION_1,10580_EINSITZ_1,10580,Ringger_Johann_1834__,,,,,,,
10583_EINSITZ_1_FUNKTION_1,10583_EINSITZ_1,10583,Fischer-Erni_Johannes_1840__,,,,,,,
10596_EINSITZ_1_FUNKTION_1,10596_EINSITZ_1,10596,Kunz_Albert_1847__,,,,,,,
10605_EINSITZ_1_FUNKTION_1,10605_EINSITZ_1,10605,Klauser_Gustav_1845__,,,,,,,
10610_EINSITZ_1_FUNKTION_1,10610_EINSITZ_1,10610,Rüegg_Heinrich_1867__,,,,,,,
10610_EINSITZ_2_FUNKTION_1,10610_EINSITZ_2,10610,Rüegg_Heinrich_1867__,,,,,,,
