ID_EINSITZ_NEW,ID_PERSON_NEW,ID_PERSON,RAT,DATUM_EINTRITT_TAG,DATUM_EINTRITT_MONAT,DATUM_EINTRITT_JAHR,DATUM_AUSTRITT_TAG,DATUM_AUSTRITT_MONAT,DATUM_AUSTRITT_JAHR,WAHLKREIS,QUELLEN,BEMERKUNGEN
4695_EINSITZ_1,4695,Heitz_Hans-Jacob_1943__,Kantonsrat,22,1,1990,30,5,1999,14. Wahlkreis (Winterthur Stadt),Prot. KR 1987-1991, S. 8852 (Amtsgelübde, 22.01.1990),Nachfolger von Haas, Martin, Dr.
4703_EINSITZ_1,4703,Huonker_Thomas_1954__,Kantonsrat,17,12,1990,25,5,1998,6. Wahlkreis (Zürich 11 + 12),Prot. KR 1987-1991, S. 12026 (Amtsgelübde, 17.12.1990),Nachfolger von Hedinger, Ulrich, Dr.
4705_EINSITZ_1,4705,Lutz_Emil___,Kantonsrat,22,8,1983,3,5,1987,4. Wahlkreis (Zürich 6 + 10),Prot. KR 1983-1987, S. 366 (Amtsgelübde, 22.08.1983),Nachfolger von Diggelmann, Walter, Dr.
4706_EINSITZ_1,4706,Niederhauser_Peter_1932__,Kantonsrat,29,8,1983,30,5,1999,17. Wahlkreis (Bülach),Prot. KR 1983-1987, S. 423 (Amtsgelübde, 29.08.1983),Nachfolger von Bohli, Edi, Dr.
4709_EINSITZ_2,4709,Ungricht_Christine_1947__,Kantonsrat,6,5,1991,21,12,1993,7. Wahlkreis (Dietikon),,Abgelöst von Züblin, Hans-Peter.
4709_EINSITZ_1,4709,Ungricht_Christine_1947__,Kantonsrat,28,11,1983,5,5,1991,7. Wahlkreis (Limmattal),Prot. KR 1983-1987, S. 1270 (Amtsgelübde, 28.11.1983),Nachfolger von Neuenschwander, Willi
4710_EINSITZ_1,4710,Wottle_Kurt_1925__,Kantonsrat,5,12,1983,7,5,1995,14. Wahlkreis (Winterthur Stadt),Prot. KR 1983-1987, S. 1369 (Amtsgelübde, 05.12.1983),Nachfolger von Bräm, Verena
4711_EINSITZ_1,4711,Boesch_Christian_1937__,Kantonsrat,12,12,1983,7,5,1995,9. Wahlkreis (Horgen),Prot. KR 1983-1987, S. 1440 (Amtsgelübde, 12.12.1983),Nachfolger von Spoerry-Toneatti, Vreni.
4713_EINSITZ_1,4713,Winkelmann_Hans-Rudolf_1942__,Kantonsrat,9,1,1984,22,12,1992,6. Wahlkreis (Zürich 11 + 12),Prot. KR 1983-1987, S. 1704 (Amtsgelübde, 09.01.1984),Nachfolger von Weber, Monika. Abgelöst von Kugler-Biedermann, Astrid.
4714_EINSITZ_1,4714,Bachmann_Oskar_1941__,Kantonsrat,9,1,1984,17,8,2003,10. Wahlkreis (Meilen),Prot. KR 1983-1987, S. 1704 (Amtsgelübde, 09.01.1984),Nachfolger von Heller, Hermann.
4715_EINSITZ_1,4715,Bortoluzzi_Toni_1947_02_16,Kantonsrat,13,3,1984,16,12,1991,8. Wahlkreis (Affoltern),Prot. KR 1983-1987, S. 2063 (Amtsgelübde, 13.03.1984),Nachfolger von Rüfenacht, Erich. Abgelöst von Enderli, Irene.
4717_EINSITZ_1,4717,Schäpper_Ulrich_1933__,Kantonsrat,14,5,1984,7,5,1995,1. Wahlkreis (Zürich 1+2),Prot. KR 1983-1987, S. 2911 (Amtsgelübde, 14.05.1984),Nachfolger von Hurwitz, Emanuel, Dr.
4718_EINSITZ_1,4718,Moser_Max_1932__,Kantonsrat,12,11,1984,7,5,1995,10. Wahlkreis (Meilen),Prot. KR 1983-1987, S. 4339 (Amtsgelübde, 12.11.1984),Nachfolger von Müller, Kurt, Dr.
4720_EINSITZ_1,4720,Klaus_Alfred___,Kantonsrat,3,6,1985,3,5,1987,9. Wahlkreis (Horgen),Prot. KR 1983-1987, S. 6416 (Amtsgelübde, 03.06.1985),Nachfolger von Kellenberger, Willi, Dr.
4726_EINSITZ_1,4726,Schneebeli_Hanspeter_1942__,Kantonsrat,7,4,1986,13,3,2006,6. Wahlkreis (Zürich 11 + 12),Prot. KR 1983-1987, S. 9054 (Amtsgelübde, 07.04.1986),Nachfolger von Lang, Erich.
4726_EINSITZ_2,4726,Schneebeli_Hanspeter_1942__,Kantonsrat,30,4,1979,29,5,1983,6. Wahlkreis (Zürich 11 + 12),,
4729_EINSITZ_1,4729,Reber_Klara_1944__,Kantonsrat,22,9,1986,19,8,2002,14. Wahlkreis (Winterthur Stadt),Prot. KR 1983-1987, S. 10350 (Amtsgelübde, 22.09.1986),Nachfolger von Bremi, Hans
4730_EINSITZ_1,4730,Zweifel_Paul_1936__,Kantonsrat,10,11,1986,23,4,2001,4. Wahlkreis (Zürich 6 + 10),Prot. KR 1983-1987, S. 10868 (Amtsgelübde, 10.11.1986),Nachfolger von Dübendorfer, Karl.
4731_EINSITZ_1,4731,Leuthold_Theo_1936_12_12,Kantonsrat,17,11,1986,30,5,1999,12. Wahlkreis (Uster),Prot. KR 1983-1987, S. 10933 (Amtsgelübde, 17.11.1986),Nachfolger von Gräff, Walter
4732_EINSITZ_1,4732,Fels_Hansjürg_1943__,Kantonsrat,12,1,1987,3,5,1987,12. Wahlkreis (Uster),Prot. KR 1983-1987, S. 11519 (Amtsgelübde, 12.01.1987),Nachfolger von Meier, Max
4733_EINSITZ_1,4733,Ern_Bruno_1945__,Kantonsrat,12,1,1987,5,5,1991,9. Wahlkreis (Horgen),Prot. KR 1983-1987, S. 11519 (Amtsgelübde, 12.01.1987),Nachfolger von Ryser, Heinz.
4734_EINSITZ_1,4734,Bretscher_Jakob_1871__,Kantonsrat,19,5,1920,13,5,1923,16. Wahlkreis (Andelfingen),,
4734_EINSITZ_2,4734,Bretscher_Jakob_1871__,Kantonsrat,14,5,1923,8,5,1932,15. Wahlkreis (Andelfingen),,
4738_EINSITZ_2,4738,Schäppi_Hans_1883__,Kantonsrat,29,4,1935,29,11,1937,9. Wahlkreis (Horgen),,Abgelöst von Meier, Hans.
4738_EINSITZ_1,4738,Schäppi_Hans_1883__,Kantonsrat,3,10,1927,28,4,1935,8. Wahlkreis (Horgen),StAZH MM 24.56 KRP 1927/047/0386 (Amtsgelübde, 03.10.1927),Nachfolger von Broch, Josef
4739_EINSITZ_1,4739,Wuhrmann_Albert_1870__,Kantonsrat,14,5,1923,28,4,1935,17. Wahlkreis (Dielsdorf),,
4745_EINSITZ_1,4745,Moser_Emil_1885__,Kantonsrat,4,7,1921,8,5,1932,1. Wahlkreis (Zürich 1+2),StAZH MM 24.53 KRP 1921/042/0362 (Amtsgelübde, 04.07.1921),Nachfolger von Hermann, Eugen.
4746_EINSITZ_1,4746,Ottinger_Walter_1895__,Kantonsrat,17,5,1926,4,11,1929,6. Wahlkreis (Altstetten),,Abgelöst von Lips, Emil.
4749_EINSITZ_1,4749,Pfenninger_Robert_1881__,Kantonsrat,23,7,1917,9,9,1929,10. Wahlkreis (Hinwil),,Abgelöst von Walder, Jean
4750_EINSITZ_2,4750,Schärer_Wilhelm_1877__,Kantonsrat,29,4,1935,5,5,1941,18. Wahlkreis (Dielsdorf),,Abgelöst von Wieser, Paul
4750_EINSITZ_1,4750,Schärer_Wilhelm_1877__,Kantonsrat,10,9,1923,28,4,1935,17. Wahlkreis (Dielsdorf),StAZH MM 24.55 KRP 1923/006/0091 (Amtsgelübde, 10.09.1923),Nachfolger von Weber, Rudolf
4754_EINSITZ_1,4754,Schmid_Edwin_1885__,Kantonsrat,21,3,1927,28,4,1935,5. Wahlkreis (Oerlikon),StAZH MM 24.56 KRP 1927/031/0264 (Amtsgelübde, 21.03.1927),Nachfolger von Bürgi, C.
4757_EINSITZ_1,4757,Falk_Hans_1889__,Kantonsrat,9,5,1932,23,1,1933,2. Wahlkreis (Zürich 3+4+5),,Abgelöst durch Mayer, Konrad.
4757_EINSITZ_2,4757,Falk_Hans_1889__,Kantonsrat,24,9,1928,12,5,1929,2. Wahlkreis (Zürich 3+4+5),StAZH MM 24.56 KRP 1928/086/0679 (Amtsgelübde, 24.09.1928),Nachfolger von Beck, Fritz. 
4757_EINSITZ_3,4757,Falk_Hans_1889__,Kantonsrat,13,5,1929,8,5,1932,3. Wahlkreis (Zürich 6),,
4759_EINSITZ_1,4759,Manz_Edwin_1887__,Kantonsrat,14,5,1923,8,5,1932,1. Wahlkreis (Zürich 1+2),,
4769_EINSITZ_1,4769,Reithaar_Ernst_1880__,Kantonsrat,23,7,1917,11,1,1932,2. Wahlkreis (Zürich 3+4+5),,Abgelöst von Ruegg, Fritz.
4770_EINSITZ_2,4770,Kleiner_Hans_1895__,Kantonsrat,29,4,1935,2,5,1943,2. Wahlkreis (Zürich 3+9),,
4770_EINSITZ_1,4770,Kleiner_Hans_1895__,Kantonsrat,25,1,1932,28,4,1935,2. Wahlkreis (Zürich 3+4+5),StAZH MM 24.57 KRP 1932/083/0692 (Amtsgelübde, 25.01.1932),Nachfolger von Hatt-Haller, Heinrich.
4771_EINSITZ_1,4771,Illi_Alfred_1863__,Kantonsrat,19,5,1920,13,5,1923,17. Wahlkreis (Bülach),,
4771_EINSITZ_2,4771,Illi_Alfred_1863__,Kantonsrat,14,5,1923,28,4,1935,16. Wahlkreis (Bülach),,
4774_EINSITZ_3,4774,Meyer_Georg_1890__,Kantonsrat,29,4,1935,2,5,1943,3. Wahlkreis (Zürich 4+5),,
4774_EINSITZ_2,4774,Meyer_Georg_1890__,Kantonsrat,13,5,1929,28,4,1935,2. Wahlkreis (Zürich 3+4+5),,
4774_EINSITZ_1,4774,Meyer_Georg_1890__,Kantonsrat,14,5,1923,12,5,1929,16. Wahlkreis (Bülach),,
4778_EINSITZ_1,4778,Stüssi_Daniel___,Kantonsrat,13,10,1930,1,2,1932,7. Wahlkreis (Affoltern),"StAZH MM 24.57 KRP 1930/035/0325 (Amtsgelübde, 13.10.1930)
StAZH MM 24.57 KRP 1930/032/0282 (Anordnung Ersatzwahl, 25.08.1930)
StAZH MM 24.57 KRP 1932/084/0699 (Rücktritt, 01.02.1932)
StAZH MM 24.57 KRP 1932/086/0710 (Verzicht Ersatzwahl, 15.02.1932)
","Nachfolger von Glättli durch eine Ersatzwahl (Mehrheitswahl) am 14.09.1930, da dessen Ersatzmann, Rudolf Weidmann, Affoltern a.A., auf der Bürgerlichen Liste die Wahl ablehnte. 
Nach Stüssis Rücktritt am 01.02.1932 wegen Verlegung des Wohnsitzes ausserhalb des Kantons verzichten Regierungs- und Kantonsrat auf eine weitere Ersatzwahl wegen der kurzen verbleibenden Legislaturzeit.
Abgelöst von: nicht ersetzt"
4781_EINSITZ_1,4781,Bollier_Ernst___,Kantonsrat,2,11,1925,16,5,1926,8. Wahlkreis (Horgen),StAZH MM 24.55 KRP 1925/075/0620 (Amtsgelübde, 02.11.1925),Nachfolger von Reichelt, Alfred.
4784_EINSITZ_1,4784,Brupbacher_Jakob_1888__,Kantonsrat,20,6,1927,28,4,1935,4. Wahlkreis (Zürich 7 + 8),StAZH MM 24.56 KRP 1927/041/0328 (Amtsgelübde, 20.06.1927),Nachfolger von Graf, Otto.
4784_EINSITZ_2,4784,Brupbacher_Jakob_1888__,Kantonsrat,29,4,1935,24,4,1936,5. Wahlkreis (Zürich 7 + 8 + Zollikon),,Abgelöst von Klaus, Wilhelm.
4785_EINSITZ_2,4785,Wiederkehr_August_1888__,Kantonsrat,29,4,1935,17,1,1938,7. Wahlkreis (Limmattal),,Abgelöst von Trümpler, Rudolf, Dr.
4785_EINSITZ_1,4785,Wiederkehr_August_1888__,Kantonsrat,24,10,1927,28,4,1935,6. Wahlkreis (Altstetten),StAZH MM 24.56 KRP 1927/050/0403 (Amtsgelübde, 24.10.1927),Nachfolger von Schneider, Alois, Dr.
4787_EINSITZ_1,4787,Weber_Heinrich_1871__,Kantonsrat,21,11,1927,28,4,1935,9. Wahlkreis (Meilen),StAZH MM 24.56 KRP 1927/054/0426 (Amtsgelübde, 21.11.1927),Nachfolger von Sennhauser, Robert.
4788_EINSITZ_1,4788,Sulzer_Hermann___,Kantonsrat,30,1,1928,12,5,1929,14. Wahlkreis (Elgg),StAZH MM 24.56 KRP 1928/063/0483 (Amtsgelübde, 30.01.1928),Nachfolger von Kunz, Paul, nachdem August Weber, Gemeinderat in Seuzach die Wahl abgelehnt hat. 
4789_EINSITZ_1,4789,Moser_Albert___,Kantonsrat,30,1,1928,12,5,1929,4. Wahlkreis (Zürich 7 + 8),StAZH MM 24.56 KRP 1928/063/0483 (Amtsgelübde, 30.01.1928),Nachfolger von Kraft, Adolf
4790_EINSITZ_1,4790,Gujer-Müller_Rudolf_1863__,Kantonsrat,23,7,1917,16,5,1926,4. Wahlkreis (Zürich 7 + 8),,
4790_EINSITZ_2,4790,Gujer-Müller_Rudolf_1863__,Kantonsrat,17,12,1928,12,5,1929,4. Wahlkreis (Zürich 7 + 8),StAZH MM 24.56 KRP 1928/097/0753 (Amtsgelübde, 17.12.1928),Nachfolger von Weisflog, Heinrich.
4795_EINSITZ_2,4795,Walder_Jean_1893__,Kantonsrat,29,4,1935,2,4,1939,11. Wahlkreis (Hinwil),,
4795_EINSITZ_1,4795,Walder_Jean_1893__,Kantonsrat,9,9,1929,28,4,1935,10. Wahlkreis (Hinwil),StAZH MM 24.57 KRP 1929/007/0075 (Amtsgelübde, 09.09.1929),Nachfolger von Pfenninger, Robert
4798_EINSITZ_1,4798,Lips_Emil___,Kantonsrat,11,11,1929,8,5,1932,6. Wahlkreis (Altstetten),StAZH MM 24.57 KRP 1929/012/0114 (Amtsgelübde, 11.11.1929),Nachfolger von Ottinger, Walter.
4799_EINSITZ_1,4799,Kuhn_Julius_1884__,Kantonsrat,23,6,1930,28,4,1935,17. Wahlkreis (Dielsdorf),StAZH MM 24.57 KRP 1930/029/0251 (Amtsgelübde, 23.06.1930),Nachfolger von Haupt, Johann
4800_EINSITZ_1,4800,Zaugg_Ernst_1871__,Kantonsrat,27,10,1930,28,4,1935,9. Wahlkreis (Meilen),StAZH MM 24.57 KRP 1930/036/0334 (Amtsgelübde, 27.10.1930),Nachfolger von Büeler, Heinrich.
4803_EINSITZ_1,4803,Ammann_Friedrich___,Kantonsrat,22,12,1930,21,8,1931,13. Wahlkreis (Winterthur),StAZH MM 24.57 KRP 1930/044/0387a (Amtsgelübde, 22.12.1930),"Nachfolger von Kuhn, Karl
Abgelöst von Litscher, Christian"
4807_EINSITZ_1,4807,Litscher_Christian___,Kantonsrat,31,8,1931,8,5,1932,13. Wahlkreis (Winterthur),StAZH MM 24.57 KRP 1931/066/0583 (Amtsgelübde, 31.08.1931),Nachfolger von Ammann, Friedrich
4808_EINSITZ_1,4808,Binder_Hermann_1893__,Kantonsrat,26,9,1932,28,4,1935,15. Wahlkreis (Andelfingen),StAZH MM 24.58 KRP 1932/012/0122 (Amtsgelübde, 26.09.1932),Nachfolger von Wolfer, Albert
4808_EINSITZ_2,4808,Binder_Hermann_1893__,Kantonsrat,29,4,1935,2,4,1939,16. Wahlkreis (Andelfingen),,
4810_EINSITZ_2,4810,Pfister_Theophil_1880__,Kantonsrat,29,4,1935,2,5,1943,12. Wahlkreis (Uster),,
4810_EINSITZ_1,4810,Pfister_Theophil_1880__,Kantonsrat,23,10,1933,28,4,1935,11. Wahlkreis (Uster),StAZH MM 24.58 KRP 1933/055/0416 (Amtsgelübde, 23.10.1933),Nachfolger von Trüb, Wilhelm
4812_EINSITZ_2,4812,Hug_Heinrich_1900_02_01,Kantonsrat,5,2,1934,28,4,1935,3. Wahlkreis (Zürich 6),StAZH MM 24.58 KRP 1934/070/0521 (Amtsgelübde, 05.02.1934),Nachfolger von Furrer, Emil. 
4812_EINSITZ_1,4812,Hug_Heinrich_1900_02_01,Kantonsrat,29,4,1935,24,8,1953,4. Wahlkreis (Zürich 6 + 10),,Abgelöst von Wieser, Paul.
4813_EINSITZ_1,4813,Weber_Heinrich_1891__,Kantonsrat,5,2,1934,28,4,1935,9. Wahlkreis (Meilen),StAZH MM 24.58 KRP 1934/070/0521 (Amtsgelübde, 05.02.1934),Nachfolger von Baumgartner, Otto
4813_EINSITZ_2,4813,Weber_Heinrich_1891__,Kantonsrat,29,4,1935,2,4,1939,10. Wahlkreis (Meilen),,
4816_EINSITZ_3,4816,Leuthard_Ferdinand_1876__,Kantonsrat,29,4,1935,30,3,1936,17. Wahlkreis (Bülach),,Abgelöst von Schweizer Konrad
4816_EINSITZ_2,4816,Leuthard_Ferdinand_1876__,Kantonsrat,16,4,1934,28,4,1935,16. Wahlkreis (Bülach),StAZH MM 24.58 KRP 1934/080/0583 (Amtsgelübde, 16.04.1934),Nachfolger von Rüttimann August
4816_EINSITZ_1,4816,Leuthard_Ferdinand_1876__,Kantonsrat,27,4,1925,16,5,1926,6. Wahlkreis (Altstetten),StAZH MM 24.55 KRP 1925/059/0494 (Amtsgelübde, 27.04.1925),"Nachfolger von Beer, Johann, nachdem Jakob Meier, Schmied von Altstetten die Wahl abgelehnt hatte.
"
4817_EINSITZ_2,4817,Müller_Oskar_1871__,Kantonsrat,29,4,1935,2,4,1939,5. Wahlkreis (Zürich 7 + 8 + Zollikon),,
4817_EINSITZ_1,4817,Müller_Oskar_1871__,Kantonsrat,30,4,1934,28,4,1935,4. Wahlkreis (Zürich 7 + 8),StAZH MM 24.58 KRP 1934/081/0594 (Amtsgelübde, 30.04.1934),Nachfolger von Wetter, Ernst, Dr.
4818_EINSITZ_1,4818,Spoerry-Toneatti_Vreni_1938_03_08,Kantonsrat,26,11,1979,21,11,1983,9. Wahlkreis (Horgen),Prot. KR 1979-1983, S. 1785 (Amtsgelübde, 26.11.1979),Nachfolgerin von Hess, Walter, Prof. Dr. Abgelöst von Boesch, Christian.
4819_EINSITZ_1,4819,Morof_Paul___,Kantonsrat,30,4,1934,28,4,1935,14. Wahlkreis (Elgg),StAZH MM 24.58 KRP 1934/081/0594 (Amtsgelübde, 30.04.1934),Nachfolger von Johann Berger, Neftenbach
4820_EINSITZ_1,4820,Biedermann_Eugen___,Kantonsrat,10,12,1979,29,5,1983,5. Wahlkreis (Zürich 7 + 8 + Zollikon),Prot. KR 1979-1983, S. 1971 (Amtsgelübde, 10.12.1979),Nachfolger von de Capitani, Silvio, Dr.
4821_EINSITZ_1,4821,Berger_Johann_1866__,Kantonsrat,23,7,1917,13,5,1923,14. Wahlkreis (Töss),,
4821_EINSITZ_2,4821,Berger_Johann_1866__,Kantonsrat,14,5,1923,15,4,1934,14. Wahlkreis (Elgg),,Abgelöst von Morof, Paul
4822_EINSITZ_1,4822,Gadola_Ernst_1929__,Kantonsrat,17,3,1980,9,4,1990,10. Wahlkreis (Meilen),Prot. KR 1979-1983, S. 2966 (Amtsgelübde, 17.03.1980),Nachfolger von Blocher, Christoph, Dr. Abgelöst von Abplanalp, Peter.
4823_EINSITZ_1,4823,Hofacker_Heinrich___,Kantonsrat,17,3,1980,29,5,1983,12. Wahlkreis (Uster),Prot. KR 1979-1983, S. 2966 (Amtsgelübde, 17.03.1980),Nachfolger von Allenspach, Heinz
4824_EINSITZ_1,4824,Gassmann_Arthur___,Kantonsrat,28,4,1980,29,5,1983,4. Wahlkreis (Zürich 6 + 10),Prot. KR 1979-1983, S. 3276 (Amtsgelübde, 28.04.1980),Nachfolger von Strasser, Peter
4825_EINSITZ_1,4825,Guler-Balzer_Agnes_1924__,Kantonsrat,24,11,1980,5,5,1991,4. Wahlkreis (Zürich 6 + 10),Prot. KR 1979-1983, S. 5017 (Amtsgelübde, 24.11.1980),Nachfolger von Zogg, Walter.
4829_EINSITZ_1,4829,Bünter_Hans_1890__,Kantonsrat,26,8,1935,29,4,1951,4. Wahlkreis (Zürich 6 + 10),StAZH MM 24.59 KRP 1935/009/0102 (Amtsgelübde, 26.08.1935),Nachfolger von Greiner, Karl, Dr.
4830_EINSITZ_2,4830,Baumann_Jakob_1886__,Kantonsrat,30,9,1935,25,1,1937,9. Wahlkreis (Horgen),StAZH MM 24.59 KRP 1935/014/0140 (Amtsgelübde, 30.09.1935),Nachfolger von Bader, Jakob. Abgelöst von Müller-Fluck, Hermann.
4830_EINSITZ_1,4830,Baumann_Jakob_1886__,Kantonsrat,17,5,1926,8,5,1932,8. Wahlkreis (Horgen),,
4834_EINSITZ_1,4834,Forster_Martin_1942__,Kantonsrat,7,9,1981,5,5,1991,14. Wahlkreis (Winterthur Stadt),Prot. KR 1979-1983, S. 7241 (Amtsgelübde, 07.09.1981),Nachfolger von Schwarzenbach, Albert
4835_EINSITZ_1,4835,Müller_Heinrich_1882__,Kantonsrat,27,1,1936,2,5,1943,7. Wahlkreis (Limmattal),StAZH MM 24.59 KRP 1936/032/0236 (Amtsgelübde, 27.01.1936),Nachfolger von Müller, Kaspar.
4836_EINSITZ_1,4836,Frauchiger_Friedrich_1877__,Kantonsrat,30,3,1936,2,5,1943,5. Wahlkreis (Zürich 7 + 8 + Zollikon),StAZH MM 24.59 KRP 1936/043/0294 (Amtsgelübde, 30.03.1936),Nachfolger von Pfleghard, Otto.
4840_EINSITZ_1,4840,Hürsch_Oskar_1892__,Kantonsrat,22,6,1936,8,4,1955,14. Wahlkreis (Winterthur Stadt),StAZH MM 24.59 KRP 1936/050/0349 (Amtsgelübde, 22.06.1936),Nachfolger von Büchi, Jakob
4841_EINSITZ_1,4841,Ryser_Heinz_1936__,Kantonsrat,2,11,1981,15,12,1986,9. Wahlkreis (Horgen),Prot. KR 1979-1983, S. 7678 (Amtsgelübde, 02.11.1981),Nachfolger von Wildbolz, Theodor, Dr. Abgelöst von Ern, Bruno, Dr.
4845_EINSITZ_1,4845,Schaub_Theo_1935__,Kantonsrat,4,10,1982,3,5,1987,5. Wahlkreis (Zürich 7 + 8 + Zollikon),Prot. KR 1979-1983, S. 10418 (Amtsgelübde, 04.10.1982),Nachfolger von Gucker, Adolf.
4845_EINSITZ_2,4845,Schaub_Theo_1935__,Kantonsrat,4,5,1987,30,5,1999,5. Wahlkreis (Zürich 7+8),,
4846_EINSITZ_1,4846,Wiederkehr_Hans_1934__,Kantonsrat,1,11,1982,5,5,1991,7. Wahlkreis (Limmattal),Prot. KR 1979-1983, S. 10695 (Amtsgelübde, 01.11.1982),Nachfolger von Egloff, Kurt.
4846_EINSITZ_2,4846,Wiederkehr_Hans_1934__,Kantonsrat,6,5,1991,7,5,1995,7. Wahlkreis (Dietikon),,
4847_EINSITZ_1,4847,Meier_Max_1917__,Kantonsrat,1,11,1982,15,12,1986,12. Wahlkreis (Uster),Prot. KR 1979-1983, S. 10695 (Amtsgelübde, 01.11.1982),"Nachfolger von Birchmeier, Annette.
Abgelöst von Fels, Hansjörg."
4848_EINSITZ_1,4848,Linsi_Walter_1922__,Kantonsrat,7,2,1983,18,4,1994,9. Wahlkreis (Horgen),Prot. KR 1979-1983, S. 11778 (Amtsgelübde, 07.02.1983),Nachfolger von Signer, Curt. Abgelöst von Gerber Rüegg, Julia.
4849_EINSITZ_2,4849,Zuppinger_Fritz_1875__,Kantonsrat,24,8,1936,21,1,1946,6. Wahlkreis (Zürich 11),StAZH MM 24.59 KRP 1936/051/0358 (Amtsgelübde, 24.08.1936),Nachfolger von Voser, Emil. Abgelöst von Schneebeli, Hans.
4849_EINSITZ_1,4849,Zuppinger_Fritz_1875__,Kantonsrat,14,5,1923,16,4,1928,4. Wahlkreis (Zürich 7 + 8),,Abgelöst von Schindler, Dietrich, Dr. jur.
4850_EINSITZ_1,4850,Morf_Hans_1883__,Kantonsrat,19,5,1920,28,4,1935,2. Wahlkreis (Zürich 3+4+5),,
4850_EINSITZ_2,4850,Morf_Hans_1883__,Kantonsrat,1,3,1937,2,5,1943,3. Wahlkreis (Zürich 4+5),StAZH MM 24.59 KRP 1937/070/0494 (Amtsgelübde, 01.03.1937),Nachfolger von Leuenberger, Hermann.
4851_EINSITZ_1,4851,Brütsch_Werner_1894__,Kantonsrat,19,4,1937,2,5,1943,14. Wahlkreis (Winterthur Stadt),StAZH MM 24.59 KRP 1937/073/0520 (Amtsgelübde, 19.04.1937),Nachfolger von Widmer, Hans
4853_EINSITZ_1,4853,Brunner_Otto_1877_07_27,Kantonsrat,27,4,1936,2,4,1939,1. Wahlkreis (Zürich 1+2),StAZH MM 24.59 KRP 1936/046/0318 (Amtsgelübde, 27.04.1936),Nachfolger von Kern, Hans
4857_EINSITZ_1,4857,Lee_Eugen_1881_05_19,Kantonsrat,19,4,1937,2,5,1943,5. Wahlkreis (Zürich 7 + 8 + Zollikon),StAZH MM 24.59 KRP 1937/073/0520 (Amtsgelübde, 19.04.1937),Nachfolger von Weisflog, Heinrich, Dr. jur.
4858_EINSITZ_2,4858,Anderhub_Gottfried_1898__,Kantonsrat,10,3,1946,30,10,1946,2. Wahlkreis (Zürich 3+9),StAZH MM 24.62 KRP 1946/110/0968 (Amtsgelübde, 18.03.1946),"Nachfolger von Meier, Rudolf 
Abgelöst von Aeschbacher, Viktor. "
4858_EINSITZ_1,4858,Anderhub_Gottfried_1898__,Kantonsrat,18,10,1937,2,5,1943,2. Wahlkreis (Zürich 3+9),StAZH MM 24.59 KRP 1937/081/0586 (Amtsgelübde, 18.10.1937),Nachfolger von Doerfliger, Walter
4860_EINSITZ_1,4860,Züsli_Josef_1898__,Kantonsrat,9,5,1932,28,4,1935,1. Wahlkreis (Zürich 1+2),,
4860_EINSITZ_3,4860,Züsli_Josef_1898__,Kantonsrat,13,5,1929,8,5,1932,2. Wahlkreis (Zürich 3+4+5),,
4860_EINSITZ_2,4860,Züsli_Josef_1898__,Kantonsrat,15,11,1937,2,4,1939,3. Wahlkreis (Zürich 4+5),StAZH MM 24.59 KRP 1937/084/0609 (Amtsgelübde, 15.11.1937),Nachfolger von Bodenmann, Marinus
4861_EINSITZ_1,4861,Trümpler_Rudolf_1898__,Kantonsrat,17,1,1938,2,5,1943,7. Wahlkreis (Limmattal),StAZH MM 24.59 KRP 1938/090/0650 (Amtsgelübde, 17.01.1938),Nachfolger von Wiederkehr, August.
4862_EINSITZ_1,4862,Wyss_Albert_1877__,Kantonsrat,9,5,1932,28,4,1935,1. Wahlkreis (Zürich 1+2),,
4862_EINSITZ_2,4862,Wyss_Albert_1877__,Kantonsrat,4,11,1918,8,5,1932,2. Wahlkreis (Zürich 3+4+5),StAZH MM 24.51 KRP 1918/049/0362 (Amtsgelübde, 04.11.1918),Nachfolger von Meier, Josef.
4862_EINSITZ_3,4862,Wyss_Albert_1877__,Kantonsrat,7,2,1938,2,4,1939,1. Wahlkreis (Zürich 1+2),StAZH MM 24.59 KRP 1938/092/0672 (Amtsgelübde, 07.02.1938),Nachfolger von Henggeler, Josef
4863_EINSITZ_1,4863,Angst_Ernst_1905__,Kantonsrat,2,5,1938,2,4,1939,3. Wahlkreis (Zürich 4+5),StAZH MM 24.59 KRP 1938/097/0704 (Amtsgelübde, 02.05.1938),Nachfolger von Walter, Ernst.
4863_EINSITZ_2,4863,Angst_Ernst_1905__,Kantonsrat,3,4,1939,2,5,1943,2. Wahlkreis (Zürich 3+9),,
4864_EINSITZ_1,4864,Hartmann_Adolf_1874__,Kantonsrat,2,5,1938,2,4,1939,9. Wahlkreis (Horgen),StAZH MM 24.59 KRP 1938/097/0704 (Amtsgelübde, 02.05.1938),Nachfolger von Meyer, Otto, Dr.
4865_EINSITZ_1,4865,Schwartz_Gustav_1894__,Kantonsrat,1,3,1941,31,12,1941,1. Wahlkreis (Zürich 1+2),"StAZH MM 24.60 KRP 1941/045/0428 (Amtsgelübde, 01.03.1941).
StAZH MM 24.60 KRP 1941/068/0631 (Rücktritt per 31.12.1941, 15.12.1941)
","Nachfolger von Zimmermann, Josef. 
Abgelöst von Hug, Hans."
