ID_BUERGERORT_NEW,ID_PERSON_NEW,ID_PERSON,ORT,DATUM_VON_TAG,DATUM_VON_MONAT,DATUM_VON_JAHR,DATUM_BIS_TAG,DATUM_BIS_MONAT,DATUM_BIS_JAHR
11951_BUERGERORT_1,11951,Schönenberger-Heusser_Gottfried_1831__,Tannenberg (Gossau),,,1831,2,10,1903
11953_BUERGERORT_1,11953,Brunner_Johann_Gottlieb___,,,,,,,
11956_BUERGERORT_1,11956,Scheller_Johann_Kaspar_1838__,Zürich,,,1838,,,
11963_BUERGERORT_1,11963,Stössel_Johann_1847__,,,,1847,7,3,1895
11965_BUERGERORT_1,11965,Reimann_Robert_1836__,,,,1836,1,12,1884
11988_BUERGERORT_1,11988,Diener_Johann_Kaspar_1822__,Fischenthal,,,1822,8,10,1890
11994_BUERGERORT_1,11994,Messikommer_Johann_Heinrich___,Seegräben,,,,,,
11997_BUERGERORT_1,11997,Schelldorfer_Johann_Heinrich___,Hinwil,,,,,,
12001_BUERGERORT_1,12001,Hegi_Gustav_1843_06_11,Zürich,11,6,1843,22,6,1905
12018_BUERGERORT_1,12018,Spörri_Albert___,Bäretswil,,,,,,
12050_BUERGERORT_1,12050,Wipf_Johann_Jakob___,,,,,,,
12057_BUERGERORT_1,12057,Arx,_von_Gottlieb_1930__,,,,,,,
12058_BUERGERORT_1,12058,Büren,_von_Willy_1904__,,,,,,,
12067_BUERGERORT_1,12067,Meier_Salomon___,Neftenbach,,,,,,
12095_BUERGERORT_1,12095,Welti_Johann_1859_06_07,,7,6,1859,13,7,1933
12097_BUERGERORT_1,12097,Müller-Fluck_Hermann_1887__,,,,,,,
12100_BUERGERORT_1,12100,Seleger_Robert_1911_08_05,,,,,,,
12102_BUERGERORT_1,12102,Weber_Julius_Jakob_1853__,Wollishofen,,,1853,9,2,1886
12103_BUERGERORT_1,12103,Stutz_Heinrich_1877__,,,,,,,
12104_BUERGERORT_1,12104,Stutz_Emil_1850__,Wiedikon,,,1850,31,12,1892
12104_BUERGERORT_2,12104,Stutz_Emil_1850__,Zürich,1,1,1893,,,
12106_BUERGERORT_1,12106,Pfister_Heinrich___,Richterswil,,,,,,
12108_BUERGERORT_1,12108,Maag_Heinrich___,,,,,,,
12134_BUERGERORT_1,12134,Schüepp_Johann_Heinrich___,Wiesendangen,,,,,,
12137_BUERGERORT_1,12137,Peter_Ulrich___,Wiesendangen,,,,,,
12138_BUERGERORT_1,12138,Schoch_Adolf_1832__,Fischenthal,,,1832,,,
12141_BUERGERORT_1,12141,Frick_Hans_1872_03_25,,25,3,1872,1,3,1936
12142_BUERGERORT_1,12142,Günthard_Emil_1877_03_07,,,,,,,
12271_BUERGERORT_1,12271,Blattmann_Johann___,Wädenswil,,,,,,
12275_BUERGERORT_1,12275,Hauser_Arnold___,Wädenswil,,,,,,
12277_BUERGERORT_1,12277,Hauser_Gottfried___,Wädenswil,,,,,,
12281_BUERGERORT_1,12281,Hotz_Heinrich___,Wädenswil,,,,,,
12327_BUERGERORT_1,12327,Felten,_von_Peter_1935__,,,,,,,
12334_BUERGERORT_1,12334,Schulthess,_von_Dieter_1937__,,,,,,,
12340_BUERGERORT_1,12340,Rensch_Johann_Ludwig_1799_11_11,Rappoltsweiler, Elsass, F,11,11,1799,7,7,1826
12340_BUERGERORT_2,12340,Rensch_Johann_Ludwig_1799_11_11,Uetikon am See,8,7,1826,1,2,1876
12354_BUERGERORT_1,12354,Brennwald_Johann_Jakob_1836__,Männedorf,,,1836,,,
12364_BUERGERORT_1,12364,Keller_Johann_Jakob___,Wald (ZH),,,,,,
12375_BUERGERORT_1,12375,Hausheer_Hans_Kaspar___,Wollishofen,,,,,,
12392_BUERGERORT_1,12392,Bürkli_Karl_1823_07_29,,29,7,1823,20,10,1901
12398_BUERGERORT_1,12398,Müller_Gottlieb___,Kulm,,,,,,
12401_BUERGERORT_1,12401,Zimmermann_Johann_Jakob___,Riesbach,,,,,,
12432_BUERGERORT_1,12432,Rieder_Johann_Heinrich___,Höngg,,,,,,
12435_BUERGERORT_1,12435,Nötzli_Johannes___,Höngg,,,,,,
12445_BUERGERORT_1,12445,Häuser_Heinrich___,Zollikon,,,,,,
12452_BUERGERORT_1,12452,Müller_Georg___,Fluntern,,,,,,
12460_BUERGERORT_1,12460,Brunner_Johannes___,Riesbach,,,,,,
12473_BUERGERORT_1,12473,Haab_Johann___,Wädenswil,,,,,,
12475_BUERGERORT_1,12475,Reutlinger_Heinrich_1836__,,,,1836,,,
12490_BUERGERORT_1,12490,Frei_Konrad___,Dorlikon,,,,,,
12500_BUERGERORT_1,12500,Honegger_Kaspar___,Wald (ZH),,,,,,
12504_BUERGERORT_1,12504,Wegmann_Johann_Jakob___,Illnau,,,,,,
12505_BUERGERORT_1,12505,Roth_Hans___,Hirslanden,,,,,,
12508_BUERGERORT_1,12508,Lang_Jakob___,Witikon,,,,,,
12519_BUERGERORT_1,12519,Suter_Hans_S._1922__,,,,,,,
12524_BUERGERORT_1,12524,Hofstetter_Hans_Heinrich___,Mettmenstetten,,,,,,
12525_BUERGERORT_1,12525,Nievergelt_Johannes___,Maschwanden,,,,,,
12533_BUERGERORT_1,12533,Stocker_Heinrich___,Rossau,,,,,,
12536_BUERGERORT_1,12536,Syz_Kaspar___,Knonau,,,,,,
12536_BUERGERORT_2,12536,Syz_Kaspar___,Mettmenstetten,,,,,,
12552_BUERGERORT_1,12552,Hardmeier-Jenny_Johann_Jakob_1826__,,,,1826,,,
12553_BUERGERORT_1,12553,Wettstein_Heinrich_1831_03_27,Fälllanden,27,3,1831,16,2,1895
12596_BUERGERORT_1,12596,Schneider_Johann___,Wädenswil,,,,,,
12597_BUERGERORT_1,12597,Keller_Rudolf___,,,,,,,
12598_BUERGERORT_1,12598,Lätsch_Gottfried___,,,,,,,
12599_BUERGERORT_1,12599,Hotz_Hartmann___,,,,,,,
12603_BUERGERORT_1,12603,Kölliker-Studer_Karl___,Thalwil,,,,,,
12619_BUERGERORT_1,12619,Landolt_Konrad_1829__,Enge,,,1829,,,
12625_BUERGERORT_1,12625,Keller_Salomon___,,,,,24,4,1888
12637_BUERGERORT_1,12637,Gattiker_Albert_1840__,Horgen,,,1840,,,
12638_BUERGERORT_1,12638,Frey_Johann_Jakob___,Gontenschwil,,,,,,
12640_BUERGERORT_1,12640,Bruppacher_Kaspar___,Fluntern,,,,,,
12653_BUERGERORT_1,12653,Hotz_Johannes_1829__,Oberrieden,,,1829,,,
12656_BUERGERORT_1,12656,Pfister_Albert___,,,,,,,
12661_BUERGERORT_1,12661,Schmid_Kaspar___,Unterstrass,,,,,,
12675_BUERGERORT_1,12675,Vontobel_Kaspar___,Wipkingen,,,,,,
12678_BUERGERORT_1,12678,Meyer_Johann_Kaspar_1825__,Seebach,,,1825,,,
12683_BUERGERORT_1,12683,Fehr_Johann_Heinrich___,Berg am Irchel,,,,,,
12687_BUERGERORT_1,12687,Schneebeli_Rudolf___,Affoltern,,,,,,
12689_BUERGERORT_1,12689,Suter_Heinrich___,Hedingen,,,,,,
12703_BUERGERORT_1,12703,Meili_Kaspar___,Bonstetten,,,,,,
12711_BUERGERORT_1,12711,Maurer_Heinrich___,Adliswil,,,,,,
12712_BUERGERORT_1,12712,Burkhard_Johann_Heinrich___,Oberrieden,,,,,,
12727_BUERGERORT_1,12727,Schmid_Rudolf___,Thalwil,,,,,,
12740_BUERGERORT_1,12740,Pestalozzi-Junghans_Friedrich_Otto_1846_11_02,,2,11,1846,12,11,1940
12756_BUERGERORT_1,12756,Pünter_Johannes___,Stäfa,,,,,,
12760_BUERGERORT_1,12760,Hinnen_Jakob___,Rümlang,,,,,,
12767_BUERGERORT_1,12767,Meyer_Johannes___,Rümlang,,,,,,
12769_BUERGERORT_1,12769,Müller_Karl___,Richterswil,,,,,,
12773_BUERGERORT_1,12773,Benz_Anton___,Dielsdorf,,,,,,
12774_BUERGERORT_1,12774,Altorfer_Konrad___,Rümlang,,,,,,
12776_BUERGERORT_1,12776,Kunz_Caspar___,Stäfa,,,,,,
12792_BUERGERORT_1,12792,Gross_Johann___,Otelfingen,,,,,,
12794_BUERGERORT_1,12794,Meier_Heinrich___,Regensdorf,,,,,,
12795_BUERGERORT_1,12795,Güller_Johann_Jakob_1824__,Hüttikon,,,1824,,,
12803_BUERGERORT_1,12803,Romann_Rudolf___,Dachslern,,,,,,
12808_BUERGERORT_1,12808,Wirth_Hans_Rudolf___,Schöfflisdorf,,,,,,
12811_BUERGERORT_1,12811,Kunz_Felix___,Niedersteinmaur,,,,,,
12815_BUERGERORT_1,12815,Schenkel_Hans_Ulrich___,Weiach,,,,,,
12820_BUERGERORT_1,12820,Baltensperger_Heinrich___,Neerach,,,,,,
12831_BUERGERORT_1,12831,Dändliker_Johann_Heinrich___,Hombrechtikon,,,,,,
12834_BUERGERORT_1,12834,Meier_Johann___,Rümlang,,,,,,
12843_BUERGERORT_1,12843,Haug_Heinrich___,Bassersdorf,,,,,,
12846_BUERGERORT_1,12846,Haug_Hans_Ulrich___,Bassersdorf,,,,,,
12854_BUERGERORT_1,12854,Stauber_Heinrich___,Oetwil am See,,,,,,
12861_BUERGERORT_1,12861,Hui_Rudolf___,Dietlikon,,,,,,
12868_BUERGERORT_1,12868,Städeli_Johann_Heinrich___,Bassersdorf,,,,,,
12869_BUERGERORT_1,12869,Hintermeister_Heinrich___,Dietlikon,,,,,,
12874_BUERGERORT_1,12874,Keller_Friedrich___,Nürensdorf,,,,,,
12883_BUERGERORT_1,12883,Büeler_Friedrich___,Stäfa,,,,,,
12886_BUERGERORT_1,12886,Stapfer_Theodor___,Stäfa,,,,,,
12891_BUERGERORT_1,12891,Pfister_Rudolf___,Hombrechtikon,,,,,,
12916_BUERGERORT_1,12916,Egli_Johannes___,Herrliberg,,,,,,
12921_BUERGERORT_1,12921,Knopfli_Johann_Jakob___,Meilen,,,,,,
12925_BUERGERORT_1,12925,Fierz_Johann___,Küsnacht (ZH),,,,,,
12950_BUERGERORT_1,12950,Weber_Hans_Jakob___,Dürnten,,,,,,
12958_BUERGERORT_1,12958,Wolfensperger_Johannes___,Dürnten,,,,,,
12959_BUERGERORT_1,12959,Vontobel_Jakob___,Dürnten,,,,,,
12974_BUERGERORT_1,12974,Hirzel_Arnold_1833__,Wetzikon (ZH),,,1833,,,
12983_BUERGERORT_1,12983,Honegger_Heinrich___,Rüti (ZH),,,,,,
12985_BUERGERORT_1,12985,Meier_Rudolf___,Ottikon-Gossau,,,,,,
13001_BUERGERORT_1,13001,Morf_Ulrich___,Nürensdorf,,,,,,
13021_BUERGERORT_1,13021,Bosshard_Heinrich___,Embrach,,,,,,
13024_BUERGERORT_1,13024,Schneider_Hans_Konrad___,Rorbas,,,,,,
13036_BUERGERORT_1,13036,Huber_Konrad___,Embrach,,,,,,
13044_BUERGERORT_1,13044,Hürlimann_Johannes___,Bäretswil,,,,,,
13047_BUERGERORT_1,13047,Stutz_Johannes___,Bäretswil,,,,,,
13054_BUERGERORT_1,13054,Spörri_Kaspar___,Fischenthal,,,,,,
13089_BUERGERORT_1,13089,Bantli_Heinrich___,Maur,,,,,,
13095_BUERGERORT_1,13095,Müdispacher_Johannes___,Mönchaltorf,,,,,,
13096_BUERGERORT_1,13096,Bachofen_Rudolf___,Maur,,,,,,
13101_BUERGERORT_1,13101,Boller_Johann_Jakob___,Hinteregg (Egg),,,,,,
13111_BUERGERORT_1,13111,Meyer_Hans_Heinrich___,Uster,,,,,,
13114_BUERGERORT_1,13114,Berchtold_Heinrich___,Uster,,,,,,
13122_BUERGERORT_1,13122,Frei_Johannes___,Mönchaltorf,,,,,,
13125_BUERGERORT_1,13125,Berchtold_Jakob___,Uster,,,,,,
13136_BUERGERORT_1,13136,Heusser_Heinrich___,Hombrechtikon,,,,,,
13140_BUERGERORT_1,13140,Rhyner_Jakob___,Schirmensee,,,,,,
13145_BUERGERORT_1,13145,Leemann_Jakob___,Uetikon am See,,,,,,
13147_BUERGERORT_1,13147,Billeter_Jakob___,Männedorf,,,,,,
13149_BUERGERORT_1,13149,Gimpert_Heinrich___,Uetikon am See,,,,,,
13150_BUERGERORT_1,13150,Walder_Gottfried_1833__,Männedorf,,,1833,,,
13163_BUERGERORT_1,13163,Freimann_Jakob___,,,,,,,
13165_BUERGERORT_1,13165,Weber_Johannes___,Ottikon-Gossau,,,,,,
13177_BUERGERORT_1,13177,Grim_Hans_Jakob___,Hinwil,,,,,,
13182_BUERGERORT_1,13182,Schoch_Kaspar___,Fischenthal,,,,,,
13185_BUERGERORT_1,13185,Weber_Heinrich___,Egg,,,,,,
13211_BUERGERORT_1,13211,Wunderli_Heinrich___,Fällanden,,,,,,
13212_BUERGERORT_1,13212,Kern_Hans_Konrad___,Bülach,,,,,,
13215_BUERGERORT_1,13215,Aeppli_Jakob___,Volketswil,,,,,,
13219_BUERGERORT_1,13219,Nägeli_Johann_Jakob___,Bülach,,,,,,
13225_BUERGERORT_1,13225,Wettstein_Johann_Ulrich_1819__,Volketswil,,,1819,,,
13236_BUERGERORT_1,13236,Hotz_Kaspar___,Fällanden,,,,,,
13238_BUERGERORT_1,13238,Bär_Rudolf___,Dübendorf,,,,,,
13243_BUERGERORT_1,13243,Schumacher_Kaspar___,Dübendorf,,,,,,
13250_BUERGERORT_1,13250,Spörri_Johannes___,Bauma,,,,,,
13264_BUERGERORT_1,13264,Jucker_Felix___,Bauma,,,,,,
13265_BUERGERORT_1,13265,Fischer_Johann_Jakob___,Nänikon (Uster),,,,,,
13285_BUERGERORT_1,13285,Strehler_Jakob___,Hittnau,,,,,,
13292_BUERGERORT_1,13292,Meier_Rudolf___,Bülach,,,,,,
13295_BUERGERORT_1,13295,Meier_Ferdinand___,Bülach,,,,,,
13299_BUERGERORT_1,13299,Kern_David___,Bülach,,,,,,
13311_BUERGERORT_1,13311,Neukomm_Heinrich___,Rafz,,,,,,
13312_BUERGERORT_1,13312,Strässler_Johann_Jakob___,Eglisau,,,,,,
13318_BUERGERORT_1,13318,Graf_Johannes___,Rafz,,,,,,
13319_BUERGERORT_1,13319,Lauffer_Jakob___,Eglisau,,,,,,
13323_BUERGERORT_1,13323,Sigrist_Salomon_1831__,Rafz,,,1831,,,
13324_BUERGERORT_1,13324,Meier_Johannes___,Hüntwangen,,,,,,
13341_BUERGERORT_1,13341,Hatt_Konrad___,Volken,,,,,,
13342_BUERGERORT_1,13342,Arbenz_Johann_Jakob___,Dorf ZH,,,,,,
13348_BUERGERORT_1,13348,Langhardt_Rudolf___,Stammheim,,,,,,
13352_BUERGERORT_1,13352,Girsperger_Jakob___,Unterstammheim,,,,,,
13353_BUERGERORT_1,13353,Girsperger_Rudolf___,Unterstammheim,,,,,,
13369_BUERGERORT_1,13369,Würgler_Johann_Heinrich___,Kyburg,,,,,,
13377_BUERGERORT_1,13377,Schellenberg_Konrad___,Russikon,,,,,,
13381_BUERGERORT_1,13381,Hablützel_Johann_Jakob___,Trüllikon,,,,,,
13387_BUERGERORT_1,13387,Hanhart_Johann_Jakob___,Andelfingen,,,,,,
13390_BUERGERORT_1,13390,Müller_Jakob___,Altikon,,,,,,
13393_BUERGERORT_1,13393,Arbenz_Johann_Ulrich___,Andelfingen,,,,,,
13396_BUERGERORT_1,13396,Arbenz_Heinrich___,Andelfingen,,,,,,
13401_BUERGERORT_1,13401,Hanhart_Konrad___,Andelfingen,,,,,,
13404_BUERGERORT_1,13404,Höhn_Albert___,Weisslingen,,,,,,
13408_BUERGERORT_1,13408,Weber_Hans_Jakob___,Russikon,,,,,,
13413_BUERGERORT_1,13413,Arbenz_Jakob___,Grossandelfingen,,,,,,
13416_BUERGERORT_1,13416,Keller_Johannes___,Hausen,,,,,,
13418_BUERGERORT_1,13418,Schneider_Johannes_1847__,Hittnau,,,1847,29,3,1897
13420_BUERGERORT_1,13420,Meili_Eduard_1847__,,,,1847,22,5,1902
13426_BUERGERORT_1,13426,Suter_Albert___,Thalwil,,,,,,
13431_BUERGERORT_1,13431,Hotz_Jakob___,Hittnau,,,,,,
13437_BUERGERORT_1,13437,Schreiber_Jakob___,Kyburg,,,,,,
13444_BUERGERORT_1,13444,Vollenweider_Hans_Jakob___,Illnau,,,,,,
13445_BUERGERORT_1,13445,Gujer_Kaspar___,Fehraltorf,,,,,,
13448_BUERGERORT_1,13448,Wegmann_Heinrich___,Unter-Illnau,,,,,,
13451_BUERGERORT_1,13451,Hertenstein_Jakob___,Kyburg,,,,,,
13457_BUERGERORT_1,13457,Mäder_Hans_Heinrich___,Ober-Illnau,,,,,,
13472_BUERGERORT_1,13472,Stiefel_Heinrich___,Wildberg,,,,,,
13474_BUERGERORT_1,13474,Manz_Rudolf___,Wila,,,,,,
13475_BUERGERORT_1,13475,Binder_Jakob___,Wildberg,,,,,,
13527_BUERGERORT_1,13527,Mantel_Heinrich___,Elgg,,,,,,
13531_BUERGERORT_1,13531,Müller_Martin___,Elgg,,,,,,
13539_BUERGERORT_1,13539,Thalmann_Hans_Jakob___,Neftenbach,,,,,,
13546_BUERGERORT_1,13546,Renner_Jakob___,Neftenbach,,,,,,
13548_BUERGERORT_1,13548,Strehler_Heinrich___,Wald,,,,,,
13550_BUERGERORT_1,13550,Schneider_Ulrich___,Neftenbach,,,,,,
13561_BUERGERORT_1,13561,Tobler_Jakob___,Wülflingen,,,,,,
13580_BUERGERORT_1,13580,Heer_Jakob___,Töss,,,,,,
13582_BUERGERORT_1,13582,Herter_Kaspar___,Wülflingen,,,,,,
13586_BUERGERORT_2,13586,Keller_Rudolf_1824__,Seuzach,,,1824,,,
13586_BUERGERORT_1,13586,Keller_Rudolf_1824__,Neftenbach,,,1824,,,
13589_BUERGERORT_1,13589,Etzensperger_Johann___,Rutswil-Dägerlen,,,,,,
13593_BUERGERORT_1,13593,Furrer_Johannes___,,,,,,,
13602_BUERGERORT_1,13602,Furrer_Jakob___,Oberwinterthur,,,,,,
13606_BUERGERORT_1,13606,Furrer_Johann_Ulrich___,Oberwinterthur,,,,,,
13609_BUERGERORT_1,13609,Hofmann-Schulthess_Jakob_1829__,,,,1829,,,
13611_BUERGERORT_1,13611,Pfenninger_Jakob___,Seen,,,,,,
13612_BUERGERORT_1,13612,Ehrensperger_Friedrich___,Oberwinterthur,,,,,,
13627_BUERGERORT_1,13627,Breiter_Salomon___,Dinhard,,,,,,
13629_BUERGERORT_1,13629,Wuhrmann_Konrad___,Wiesendangen,,,,,,
13633_BUERGERORT_1,13633,Wuhrmann_Jakob___,Wiesendangen,,,,,,
13636_BUERGERORT_1,13636,Schwarz_Rudolf___,Wiesendangen,,,,,,
13641_BUERGERORT_1,13641,Fluck_Friedrich_Salomon___,Dinhard,,,,,,
13642_BUERGERORT_1,13642,Keller_Heinrich___,Wiesendangen,,,,,,
13648_BUERGERORT_1,13648,Diener_Rudolf___,Männedorf,,,,,,
13713_BUERGERORT_1,13713,Bär_Rudolf___,Witikon,,,,,,
13731_BUERGERORT_1,13731,Hausammann_Ludwig___,Männedorf,,,,,,
13753_BUERGERORT_1,13753,Wuhrmann_Rudolf___,Dübendorf,,,,,,
13755_BUERGERORT_1,13755,Schuler_Jakob___,Oberstammheim,,,,,,
13805_BUERGERORT_1,13805,Steiger_Heinrich_1756__,Uetikon am See,,,1756,,,
13807_BUERGERORT_1,13807,Zuppinger_Georg_1770__,Männedorf,,,1770,,,
13813_BUERGERORT_1,13813,Zuppinger_Johannes_1800__,Männedorf,,,1800,,,
13837_BUERGERORT_1,13837,Wetli_Andreas___,Männedorf,,,,,,
13894_BUERGERORT_1,13894,Urner_Johann_Jakob_1846__,,,,1846,13,1,1910
13955_BUERGERORT_1,13955,Hanhardt_Johann_Jakob___,Pfäffikon,,,,,,
13956_BUERGERORT_1,13956,Honegger_Rudolf___,Hinwil,,,,,,
13967_BUERGERORT_1,13967,Keller_Jakob___,Herten (Altikon),,,,,,
13968_BUERGERORT_1,13968,Keller_Jakob___,Wiesendangen,,,,,,
13981_BUERGERORT_1,13981,Lejeune_Robert_1891_02_19,Zürich,19,2,1891,25,12,1970
13986_BUERGERORT_1,13986,Frehner_Paul_1912_09_16,Urnäsch (AR),16,9,1912,,,
13987_BUERGERORT_1,13987,Rudolf_Fritz_1882_05_05,Zürich,5,5,1882,23,5,1943
13990_BUERGERORT_1,13990,Huonker_Renata_1953__,,,,,,,
13991_BUERGERORT_1,13991,Straub_Esther_1970_02_02,Willisau,,,,,,
13991_BUERGERORT_2,13991,Straub_Esther_1970_02_02,Egnach,,,,,,
13992_BUERGERORT_1,13992,Wild_Karl_Albert_1847_08_16,Zürich,16,8,1847,5,3,1903
13994_BUERGERORT_1,13994,Graf_Adolf_1867_10_14,Turbenthal,14,10,1867,5,4,1948
13997_BUERGERORT_1,13997,Keller_Albert_1872_01_13,Hüttwilen (TG),13,1,1872,28,1,1935
14000_BUERGERORT_1,14000,Seewer_August_1839_01_15,Winterthur,15,1,1800,18,10,1905
14001_BUERGERORT_2,14001,Wissmann_Johann_Jakob_1843_08_15,Zürich,,,1889,,,
14001_BUERGERORT_1,14001,Wissmann_Johann_Jakob_1843_08_15,Kloten,15,8,1843,,,
14002_BUERGERORT_1,14002,Hottinger_Jakob_Friedrich_1842_10_30,Zürich,30,10,1842,16,4,1915
14003_BUERGERORT_1,14003,Hirzel_Hartmann_Heinrich_1849_07_20,Zürich,20,7,1849,13,5,1917
14009_BUERGERORT_1,14009,Höhn_Heinrich___,Gattikon,,,,,,
14012_BUERGERORT_1,14012,Schärer_Jakob_1834__,Schönenberg (ZH),,,1834,,,
14015_BUERGERORT_1,14015,Knecht_Hans_Jakob_1810_07_06,Hinwil,19,9,1838,6,9,1851
14019_BUERGERORT_1,14019,Erni_Johann_Rudolf_1824_02_15,Turbenthal,15,2,1824,3,4,1896
14024_BUERGERORT_1,14024,Wegmann_Karl_Gottlieb_1819_02_03,Stäfa,3,2,1819,24,4,1891
14025_BUERGERORT_1,14025,Hiestand_Gottfried_1823_10_20,Richterswil,20,10,1823,2,12,1890
14030_BUERGERORT_1,14030,Kägi_Johann_Jakob_1825__,Bauma,,,1825,14,7,1904
14031_BUERGERORT_1,14031,Hirzel_Heinrich_1818_08_17,Zürich,17,8,1818,29,4,1871
14035_BUERGERORT_1,14035,Hirzel_Johannes_1810__,Zürich,,,1810,,,1881
14037_BUERGERORT_1,14037,Freytag_Hans_Georg_1809__,Zürich,,,1809,,,1886
14040_BUERGERORT_2,14040,Pfenninger_Leonhard_1826_09_24,Zürich,,,1854,,,
14040_BUERGERORT_1,14040,Pfenninger_Leonhard_1826_09_24,Stäfa,24,9,1826,,,
14048_BUERGERORT_1,14048,Biedermann_Alois_Emanuel_1819_03_02,Winterthur,2,3,1819,25,1,1885
14065_BUERGERORT_1,14065,Doerfliger_Walter_1896_04_10,Fulenbach SO,10,4,1896,,,
14077_BUERGERORT_1,14077,Fingerhuth_Max_1876__,,,,1876,20,9,1926
14078_BUERGERORT_1,14078,Flunser_Hermann_1875_06_14,Uster,14,6,1875,21,7,1932
14081_BUERGERORT_1,14081,Frei_Johann_Jakob___,Gontenschwil AG,,,,,,
14084_BUERGERORT_1,14084,Glättli_Robert_1829__,Mettmenstetten,,,1829,,,1873
14085_BUERGERORT_1,14085,Gonzenbach,_von_Wilhelm_1880_04_07,St. Gallen,7,4,1880,16,10,1955
14110_BUERGERORT_1,14110,Hablützel_Jakob_1885_03_10,Benken,10,3,1885,30,12,1959
14111_BUERGERORT_1,14111,Hanimann-Fehr_Johann_Jakob_1848__,,,,1848,,,
14113_BUERGERORT_1,14113,Hauser_Karl_1831__,Wädenswil,,,1831,1,4,1901
14122_BUERGERORT_1,14122,Albrecht_Heinrich_1846__,,,,1846,,,
14147_BUERGERORT_1,14147,Blumer_Othmar_1848_08_10,Glarus,10,8,1848,25,4,1900
14147_BUERGERORT_2,14147,Blumer_Othmar_1848_08_10,Embrach,,,,25,4,1900
14147_BUERGERORT_3,14147,Blumer_Othmar_1848_08_10,Schwanden GL,,,,25,4,1900
14148_BUERGERORT_1,14148,Boller_Johann_Heinrich_1821_08_26,Uster,26,8,1821,29,12,1877
14148_BUERGERORT_2,14148,Boller_Johann_Heinrich_1821_08_26,Egg,26,8,1821,29,12,1877
14151_BUERGERORT_1,14151,Bosshard_Heinrich_1826_04_13,Bauma,13,4,1826,6,11,1897
14158_BUERGERORT_1,14158,Bürkli_Arnold_1833_02_02,Zürich,2,2,1833,6,5,1894
14174_BUERGERORT_1,14174,Fierz_Heinrich_1813_09_12,Meilen,12,9,1813,11,6,1877
14179_BUERGERORT_2,14179,Frey_Alfred_1859_08_24,Zürich,,,1906,,,1906
14179_BUERGERORT_1,14179,Frey_Alfred_1859_08_24,Gontenschwil,24,8,1859,24,8,1859
14206_BUERGERORT_1,14206,Hauser_Jakob_Heinrich_1860__,,,,1860,,,
14208_BUERGERORT_1,14208,Hauser_Jakob_Heinrich_1851_05_29,Stadel,29,5,1851,18,11,1905
14209_BUERGERORT_1,14209,Hauser_Johann_Jakob_1854_01_03,Rifferswil,3,1,1854,15,7,1913
14215_BUERGERORT_1,14215,Honegger_Heinrich___,Wollishofen,,,,,,
14223_BUERGERORT_1,14223,Hug_Johann_Kaspar_1821_01_07,Bubikon,7,1,1821,19,7,1884
14231_BUERGERORT_1,14231,Hürlimann_Hans_1900__,,,,,,,
14240_BUERGERORT_1,14240,Klöti_Emil_1877_10_17,Winterthur,17,10,1877,30,9,1963
14240_BUERGERORT_2,14240,Klöti_Emil_1877_10_17,Zürich,,,1907,30,9,1963
14274_BUERGERORT_1,14274,Ernst_Heinrich_1790__01,Wiesendangen,1,,1790,,,
14280_BUERGERORT_1,14280,Schwengeler_Friedrich___,Töss,,,,2,6,1851
14292_BUERGERORT_1,14292,Rimathé_Anton_1874_07_21,Zürich,21,7,1874,10,3,1943
14292_BUERGERORT_2,14292,Rimathé_Anton_1874_07_21,Zizers (GR),21,7,1874,10,3,1943
14293_BUERGERORT_2,14293,Ringger_David_1860_09_05,Dielsdorf,,,1925,20,4,1930
14293_BUERGERORT_1,14293,Ringger_David_1860_09_05,Niederglatt,5,9,1860,20,4,1930
14298_BUERGERORT_1,14298,Rüegg_Heinrich___,Lufingen,,,,,,
14338_BUERGERORT_1,14338,Weidmann_Heinrich___,Embrach,,,,,,
14341_BUERGERORT_1,14341,Hegi_Friedrich___,Hausen am Albis,,,,,,
14344_BUERGERORT_1,14344,Heusser_Salomon___,Uster,,,,,,
14348_BUERGERORT_1,14348,Schmid_Robert_1867_02_08,Zürich,8,2,1867,3,6,1934
14348_BUERGERORT_2,14348,Schmid_Robert_1867_02_08,Hedingen,8,2,1867,3,6,1934
14352_BUERGERORT_1,14352,Stadtmann_Hermann_Melchior_1818_07_26,Grüningen,26,7,1818,,,
14352_BUERGERORT_2,14352,Stadtmann_Hermann_Melchior_1818_07_26,Wetzikon,,,1849,,,
14353_BUERGERORT_1,14353,Reifer_Hans_Heinrich___,Weisslingen,,,,9,3,1855
14363_BUERGERORT_1,14363,Pfenninger_Jakob___,Wald (ZH),,,,11,7,1853
14366_BUERGERORT_1,14366,Stapfer_Johann_1809_06_11,Horgen,11,6,1809,16,1,1886
14368_BUERGERORT_1,14368,Steinemann_Heinrich_1840_02_06,Rümlang,6,2,1840,17,1,1902
14368_BUERGERORT_2,14368,Steinemann_Heinrich_1840_02_06,Niederhasli,,,,17,1,1902
14374_BUERGERORT_1,14374,Syz_John_1859_03_23,Zürich,23,3,1859,27,3,1940
14381_BUERGERORT_1,14381,Walder_Jakob_1854__,Glattfelden,25,6,1854,23,2,1915
14382_BUERGERORT_1,14382,Wanner_Samuel_1853_03_29,Schleitheim,29,3,1853,18,12,1911
14382_BUERGERORT_2,14382,Wanner_Samuel_1853_03_29,Horgen,,,1880,,,
