ID_BINDUNG_NEW,ID_PERSON_NEW,ID_PERSON,BINDUNGSKATEGORIE,INSTITUTION,DATUM_VON_TAG,DATUM_VON_MONAT,DATUM_VON_JAHR,DATUM_BIS_TAG,DATUM_BIS_MONAT,DATUM_BIS_JAHR
13_BINDUNG_1,13,Petermann_Albert_L._1937__,,,,,,,,
39_BINDUNG_1,39,Ruedin_Jacques_1910__,,,,,,,,
45_BINDUNG_1,45,Nievergelt_Ernst_1894__,,,,,,,,
46_BINDUNG_1,46,Reimann_Hansheinrich_1914__,,,,,,,,
52_BINDUNG_1,52,Fischer_Otto_1901__,,,,,,,,
56_BINDUNG_1,56,Müller-Munz_Caspar_1884__,,,,,,,,
59_BINDUNG_1,59,Kleiner_Gottfried_1897_05_04,,,,,,,,
61_BINDUNG_1,61,Krummenacher_Jakob_1904__,,,,,,,,
115_BINDUNG_1,115,Kägi_Eugen_1926__,,,,,,,,
116_BINDUNG_1,116,Roth_Richard_1926__,,,,,,,,
125_BINDUNG_1,125,Fischer_Walter_1929__,,,,,,,,
126_BINDUNG_1,126,Hohermuth_Susanne_1941__,,,,,,,,
130_BINDUNG_1,130,Bautz_Rudolf_1941__,,,,,,,,
138_BINDUNG_1,138,Felix_Peter_1929__,,,,,,,,
144_BINDUNG_1,144,Güntensperger_Alfred_1933__,,,,,,,,
147_BINDUNG_1,147,Holenstein_Peter_1939__,,,,,,,,
155_BINDUNG_1,155,Stiefel_Gottfried_1923__,,,,,,,,
160_BINDUNG_1,160,Baur_Karl_1902__,,,,,,,,
164_BINDUNG_1,164,Müller_August_1921__,,,,,,,,
169_BINDUNG_1,169,Holenstein_Alois_1906__,,,,,,,,
172_BINDUNG_1,172,Strickler_Gottlieb_1906__,,,,,,,,
175_BINDUNG_1,175,Wiedenmeyer_Hermann_1908__,,,,,,,,
180_BINDUNG_1,180,Mayr_Max_1908__,,,,,,,,
182_BINDUNG_1,182,Sulzer_Adolf_1908__,,,,,,,,
183_BINDUNG_1,183,Bisang_Hans_1911__,,,,,,,,
193_BINDUNG_1,193,Fegblé_Arnold_1910__,,,,,,,,
197_BINDUNG_1,197,Kolb_Eduard_1890__,,,,,,,,
200_BINDUNG_1,200,Maurer_Adolf_1911__,,,,,,,,
204_BINDUNG_1,204,Amrein_Robert_1905__,,,,,,,,
205_BINDUNG_1,205,Bays_Emil_1914__,,,,,,,,
212_BINDUNG_1,212,Steuri_Fritz_1901__,,,,,,,,
299_BINDUNG_1,299,Federer_Markus_1955__,,,,,,,,
303_BINDUNG_1,303,Schwyn_Christine_1963__,,,,,,,,
304_BINDUNG_1,304,Volkart_Willy_1942__,,,,,,,,
306_BINDUNG_1,306,Singer_Otto_1936__,,,,,,,,
307_BINDUNG_1,307,Scherr_Niklaus_1944__,,,,,,,,
309_BINDUNG_1,309,Hagenmüller_Eberhard_1924__,,,,,,,,
310_BINDUNG_1,310,Ronner_Otto_1925__,,,,,,,,
312_BINDUNG_1,312,Eicher_Ernst_1910__,,,,,,,,
313_BINDUNG_1,313,Gujer_Hans_1915__,,,,,,,,
314_BINDUNG_1,314,Sansonnens_Jean_1930__,,,,,,,,
316_BINDUNG_1,316,Winiger_Alois_1911__,,,,,,,,
319_BINDUNG_1,319,Murbach_Gottfried_1913__,,,,,,,,
321_BINDUNG_1,321,Rellstab_Fred_1911__,,,,,,,,
323_BINDUNG_1,323,Schuler_Karl_1924__,,,,,,,,
333_BINDUNG_1,333,Winiger_August_1893__,,,,,,,,
335_BINDUNG_1,335,Zürn_Gustav_1899__,,,,,,,,
337_BINDUNG_1,337,Haindl_Willy_1908__,,,,,,,,
340_BINDUNG_1,340,Kleck_Kurt_1918__,,,,,,,,
343_BINDUNG_1,343,Grüebler_Heinrich_1897__,,,,,,,,
344_BINDUNG_1,344,Huber_Emil_1915__,,,,,,,,
345_BINDUNG_1,345,Huber_Ernst_1903__,,,,,,,,
347_BINDUNG_1,347,Messmer_Jakob_1906__,,,,,,,,
349_BINDUNG_1,349,Disler_Hans_1897__,,,,,,,,
351_BINDUNG_1,351,Hauser_Ferdinand_1910__,,,,,,,,
353_BINDUNG_1,353,Mayer_Georg_1894__,,,,,,,,
356_BINDUNG_1,356,Baumann_Emil_1897__,,,,,,,,
405_BINDUNG_1,405,Bohren_Alfred_1932__,,,,,,,,
408_BINDUNG_1,408,Heussler_Fatima_1952__,,,,,,,,
410_BINDUNG_1,410,Nipkow_Jürg_1946__,,,,,,,,
419_BINDUNG_1,419,Strasser_Peter_1940__,,,,,,,,
421_BINDUNG_1,421,Zogg_Walter_1934__,,,,,,,,
427_BINDUNG_1,427,Frey_Walter_1898__,,,,,,,,
428_BINDUNG_1,428,Kistler_Alois_1906__,,,,,,,,
440_BINDUNG_1,440,Nehrwein_Fritz_1907__,,,,,,,,
442_BINDUNG_1,442,Schärli_Alois_1911__,,,,,,,,
445_BINDUNG_1,445,Heyden_Willy_1904__,,,,,,,,
446_BINDUNG_1,446,Kläsi_Peter_1920__,,,,,,,,
453_BINDUNG_1,453,Kappeler_Josef_1895__,,,,,,,,
461_BINDUNG_1,461,Meier_Hermann_1897__,,,,,,,,
465_BINDUNG_1,465,Zeller_Konrad_1897__,,,,,,,,
467_BINDUNG_1,467,Keller_Theodor_1902__,,,,,,,,
469_BINDUNG_1,469,Schguanin_Josef_1914__,,,,,,,,
475_BINDUNG_1,475,Heyer_Albert_1909__,,,,,,,,
477_BINDUNG_1,477,Inhelder_Heinrich_1891__,,,,,,,,
479_BINDUNG_1,479,Peter_Otto_1880__,,,,,,,,
486_BINDUNG_1,486,Wiesendanger_Paul_1869__,,,,,,,,
487_BINDUNG_1,487,Zweifel_Heinrich_1904__,,,,,,,,
561_BINDUNG_1,561,Sieg_Werner_1944__,,,,,,,,
569_BINDUNG_1,569,Vontobel_Jürg_P._1939__,,,,,,,,
575_BINDUNG_1,575,Wintsch_Hans-Ulrich_1932__,,,,,,,,
580_BINDUNG_1,580,Tanner_Paul_1919__,,,,,,,,
584_BINDUNG_1,584,Grossmann_Marcel_1904__,,,,,,,,
586_BINDUNG_1,586,Mettler_Hans_1897__,,,,,,,,
587_BINDUNG_1,587,Meyer_Rolf_1910__,,,,,,,,
588_BINDUNG_1,588,Pesch_Fritz_1905__,,,,,,,,
599_BINDUNG_1,599,Breny_Walter_1898__,,,,,,,,
612_BINDUNG_1,612,Attinger_Albert_1902__,,,,,,,,
613_BINDUNG_1,613,Eberhard_Johann_1888__,,,,,,,,
615_BINDUNG_1,615,Stalder_Arthur_1898__,,,,,,,,
624_BINDUNG_1,624,Ehrsam_Armin_1880__,,,,,,,,
642_BINDUNG_1,642,Büchi_Ernst_1928__,,,,,,,,
643_BINDUNG_1,643,Gerber_Rolf_1952__,,,,,,,,
656_BINDUNG_1,656,Diethelm_Michael_1962__,,,,,,,,
659_BINDUNG_1,659,Stadler_Xaver_1933__,,,,,,,,
660_BINDUNG_1,660,Steiner_Bruno_1948__,,,,,,,,
662_BINDUNG_1,662,Baumann_Otto_1936__,,,,,,,,
680_BINDUNG_1,680,Staubli_Walter_1917__,,,,,,,,
687_BINDUNG_1,687,Kindermann_Hans_1901__,,,,,,,,
691_BINDUNG_1,691,Buri_Ernst_1910__,,,,,,,,
694_BINDUNG_1,694,Schmid_Benno_1934__,,,,,,,,
695_BINDUNG_1,695,Siegfried_Otto_1916__,,,,,,,,
700_BINDUNG_1,700,Theus_Sigisbert_1908__,,,,,,,,
701_BINDUNG_1,701,Kunz_Erwin_1910__,,,,,,,,
703_BINDUNG_1,703,Bertschi_Albert_1908__,,,,,,,,
708_BINDUNG_1,708,Hess_Hermann_1905__,,,,,,,,
709_BINDUNG_1,709,Ochsner_Jakob_Karl_1900__,,,,,,,,
710_BINDUNG_1,710,Marty_Josef_1894__,,,,,,,,
711_BINDUNG_1,711,Friedländer_Albert_1886__,,,,,,,,
715_BINDUNG_1,715,Voser_Emil_1873__,,,,,,,,
756_BINDUNG_1,756,Dörig_Werner_A._1945__,,,,,,,,
757_BINDUNG_1,757,Frech_Theresa_1938__,,,,,,,,
758_BINDUNG_1,758,Hünig_Markus_1946__,,,,,,,,
759_BINDUNG_1,759,Rohrer_Thomas_1959__,,,,,,,,
767_BINDUNG_1,767,Seyfang_Kurt_1933__,,,,,,,,
769_BINDUNG_1,769,Mazzolini_Virginio_1917__,,,,,,,,
770_BINDUNG_1,770,Walser_Peter_1934__,,,,,,,,
772_BINDUNG_1,772,Zollinger_Hanskaspar_1937__,,,,,,,,
773_BINDUNG_1,773,Brunner_Paul_1924__,,,,,,,,
778_BINDUNG_1,778,Frei_Hans_1924__,,,,,,,,
779_BINDUNG_1,779,Jucker_Rolf_1929__,,,,,,,,
782_BINDUNG_1,782,Stocker_Josef_1913__,,,,,,,,
783_BINDUNG_1,783,Senn_Julius_1924__,,,,,,,,
784_BINDUNG_1,784,Wiederkehr_Lorenz_1897__,,,,,,,,
786_BINDUNG_1,786,Keller_Hansjakob_1894__,,,,,,,,
787_BINDUNG_1,787,Koch_Josef_1906__,,,,,,,,
789_BINDUNG_1,789,Loosli_Johann_1891__,,,,,,,,
793_BINDUNG_1,793,Fischer_Ernst_1902__,,,,,,,,
794_BINDUNG_1,794,Müller_Max_1889__,,,,,,,,
795_BINDUNG_1,795,Obrist_Emil_1907__,,,,,,,,
796_BINDUNG_1,796,Gurtner_Walter_1898__,,,,,,,,
823_BINDUNG_1,823,Haegi_Hans-Rudolf_1938__,,,,,,,,
826_BINDUNG_1,826,Schneebeli_Otto_1929__,,,,,,,,
827_BINDUNG_1,827,Lenzlinger_Martin_1937__,,,,,,,,
829_BINDUNG_1,829,Nägeli_Hans_1921__,,,,,,,,
834_BINDUNG_1,834,Häberling_Otto_1901__,,,,,,,,
835_BINDUNG_1,835,Bögli_Willi_1908__,,,,,,,,
837_BINDUNG_1,837,Schwarzenbach_Ulrich_1905__,,,,,,,,
838_BINDUNG_1,838,Huber_Edwin_1897__,,,,,,,,
839_BINDUNG_1,839,Gallmann_Robert_1895__,,,,,,,,
840_BINDUNG_1,840,Häberling_Ernst_1890__,,,,,,,,
912_BINDUNG_1,912,Gerster_Richard_1946__,,,,,,,,
915_BINDUNG_1,915,Henauer_Robert_1941__,,,,,,,,
928_BINDUNG_1,928,Kuster_Norbert_1936__,,,,,,,,
929_BINDUNG_1,929,Maurer-Gröli_Yvonne_1943__,,,,,,,,
930_BINDUNG_1,930,Zurbuchen_Walter_P._1935__,,,,,,,,
934_BINDUNG_1,934,Rimann_Bernhard_1941__,,,,,,,,
947_BINDUNG_1,947,Keller_Josef_1922__,,,,,,,,
949_BINDUNG_1,949,Stieger_Adrian_1953__,,,,,,,,
951_BINDUNG_1,951,Bosshard_Hans_1923__,,,,,,,,
952_BINDUNG_1,952,Erni_Werner_1908__,,,,,,,,
954_BINDUNG_1,954,Jäger_Peter_1920__,,,,,,,,
955_BINDUNG_1,955,Schlapbach_Johann_1900__,,,,,,,,
960_BINDUNG_1,960,Grob_Paul_1919__,,,,,,,,
964_BINDUNG_1,964,Bopp_Jacques_1902__,,,,,,,,
974_BINDUNG_1,974,Sorg_Arnold_1906__,,,,,,,,
975_BINDUNG_1,975,Stösser_Josef_1913__,,,,,,,,
976_BINDUNG_1,976,Fürst_Hans_1902__,,,,,,,,
979_BINDUNG_1,979,Gunzenhauser_Ernst_1914__,,,,,,,,
980_BINDUNG_1,980,Hegetschweiler_Walter_1914__,,,,,,,,
982_BINDUNG_1,982,Boos_Ernst_1901__,,,,,,,,
984_BINDUNG_1,984,Kern_Walter_1888__,,,,,,,,
985_BINDUNG_1,985,Weber_Hans_1907__,,,,,,,,
995_BINDUNG_1,995,Hauser-Schwarzenbach_Emil_1886__,,,,,,,,
996_BINDUNG_1,996,Joss_Florin_1891__,,,,,,,,
997_BINDUNG_1,997,Zwald_Karl_1875__,,,,,,,,
998_BINDUNG_1,998,Bebie_Walter_1892__,,,,,,,,
1004_BINDUNG_1,1004,Berchtold_Hugo_1887__,,,,,,,,
1153_BINDUNG_1,1153,Bachofner_Jakob_1909__,,,,,,,,
1160_BINDUNG_1,1160,Keller_Rodolfo_1940__,,,,,,,,
1168_BINDUNG_1,1168,Pescatore_Antoine_1926__,,,,,,,,
1181_BINDUNG_1,1181,Pfenninger_Werner_1927__,,,,,,,,
1182_BINDUNG_1,1182,Pfenninger_Ernst_1919__,,,,,,,,
1183_BINDUNG_1,1183,Jucker_Ernst_1933__,,,,,,,,
1184_BINDUNG_1,1184,Bosshard_Ernst_1904__,,,,,,,,
1185_BINDUNG_1,1185,Alder_Hans_1900__,,,,,,,,
1189_BINDUNG_1,1189,Brüngger_Heinrich_1909__,,,,,,,,
1239_BINDUNG_1,1239,Ryser_Walter_1931__,,,,,,,,
1249_BINDUNG_1,1249,Bühler_Ernst_1932__,,,,,,,,
1252_BINDUNG_1,1252,Bochsler_Peter_1932__,,,,,,,,
1254_BINDUNG_1,1254,Gottschall_Heinz_1935__,,,,,,,,
1278_BINDUNG_1,1278,Pfister_Hans_1903__,,,,,,,,
1279_BINDUNG_1,1279,Spoerri_Gottfried_1900__,,,,,,,,
1280_BINDUNG_1,1280,Huber_Arthur_1911__,,,,,,,,
1283_BINDUNG_1,1283,Friedli_Friedrich_1900__,,,,,,,,
1284_BINDUNG_1,1284,Kunz_Ernst_1891__,,,,,,,,
1285_BINDUNG_1,1285,Hänggi_Eugen_1924__,,,,,,,,
1287_BINDUNG_1,1287,Kleb_Karl_1887__,,,,,,,,
1288_BINDUNG_1,1288,Portenier_Ernst_1898__,,,,,,,,
1289_BINDUNG_1,1289,Schnorf_Heinrich_1888__,,,,,,,,
1290_BINDUNG_1,1290,Wyss_Hans_1883__,,,,,,,,
1294_BINDUNG_1,1294,Guggenbühl_Eduard_1894__,,,,,,,,
1296_BINDUNG_1,1296,Leemann_Hans_1903__,,,,,,,,
1298_BINDUNG_1,1298,Pünter_Edwin_1891__,,,,,,,,
1299_BINDUNG_1,1299,Forrer_Karl_1894__,,,,,,,,
1302_BINDUNG_1,1302,Schaufelberger_Otto_1904__,,,,,,,,
1304_BINDUNG_1,1304,Schnorf_Rudolf_1895__,,,,,,,,
1321_BINDUNG_1,1321,Gilomen_Werner_1915__,,,,,,,,
1322_BINDUNG_1,1322,Ketterer_Paul_1912__,,,,,,,,
1323_BINDUNG_1,1323,Richner_Walter_1925__,,,,,,,,
1324_BINDUNG_1,1324,Baumgartner_Albert_1900__,,,,,,,,
1326_BINDUNG_1,1326,Eigenheer_Walter_1939__,,,,,,,,
1333_BINDUNG_1,1333,Meier_Walter_1901__,,,,,,,,
1343_BINDUNG_1,1343,Schmocker_Albert_1923__,,,,,,,,
1345_BINDUNG_1,1345,Wiesendanger_Hermann_1902__,,,,,,,,
1358_BINDUNG_1,1358,Deller_Walter_1904__,,,,,,,,
1361_BINDUNG_1,1361,Frei_Karl_1913__,,,,,,,,
1365_BINDUNG_1,1365,Schalcher_Hans_1889__,,,,,,,,
1366_BINDUNG_1,1366,Flückiger_Robert_1897__,,,,,,,,
1370_BINDUNG_1,1370,Meier_Jakob_1893__,,,,,,,,
1372_BINDUNG_1,1372,Hermann_Luciano_1913__,,,,,,,,
1376_BINDUNG_1,1376,Wiesendanger_Karl_1904__,,,,,,,,
1381_BINDUNG_1,1381,Gubler_Otto_1894__,,,,,,,,
1402_BINDUNG_1,1402,Bachofner_Albert_1890__,,,,,,,,
1438_BINDUNG_1,1438,Kräuchi_Walter_1913__,,,,,,,,
1440_BINDUNG_1,1440,Müller_Otto_1899__,,,,,,,,
1443_BINDUNG_1,1443,Wegmann_Gottfried_1873__,,,,,,,,
1453_BINDUNG_1,1453,Bertschinger_Walter_1907__,,,,,,,,
1469_BINDUNG_1,1469,Baltensperger_Hans_1924__,,,,,,,,
1472_BINDUNG_1,1472,Pavesi_Hermann_1931__,,,,,,,,
1479_BINDUNG_1,1479,Lüssi_Walter_1906__,,,,,,,,
1480_BINDUNG_1,1480,Trachsler_Edwin_1921__,,,,,,,,
1481_BINDUNG_1,1481,Elsener_Otto_1928__,,,,,,,,
1485_BINDUNG_1,1485,Mörgeli_Benjamin_1890__,,,,,,,,
1487_BINDUNG_1,1487,Peter_Theodor_1910__,,,,,,,,
1489_BINDUNG_1,1489,Truninger_Max_1906__,,,,,,,,
1490_BINDUNG_1,1490,Schneider_Albert_1911__,,,,,,,,
1491_BINDUNG_1,1491,Bernhard_Johann_1890__,,,,,,,,
1511_BINDUNG_1,1511,Fauser_Walter_1902__,,,,,,,,
1522_BINDUNG_1,1522,Anderegg_Walter_1912__,,,,,,,,
1568_BINDUNG_1,1568,Bernet_Friedrich_1898_05_29,,,,,,,,
1570_BINDUNG_1,1570,Billeter_Alfred_1896_08_23,Polit. Amt,Gemeinderat Zürich,,,1946,,,1955
1574_BINDUNG_1,1574,Schmid_Robert_1906__,,,,,,,,
1601_BINDUNG_1,1601,Grünenfelder_Max_1935__,,,,,,,,
1612_BINDUNG_1,1612,Matthias_Robert_1917__,,,,,,,,
1656_BINDUNG_1,1656,Stopper_Paul_1946__,,,,,,,,
1657_BINDUNG_1,1657,Kuster_Jean-Pierre_1947__,,,,,,,,
1659_BINDUNG_1,1659,Sägesser_Rolf_1943__,,,,,,,,
1661_BINDUNG_1,1661,Schaffner_Hans_Beat_1943__,,,,,,,,
1663_BINDUNG_1,1663,Furter_Margrit_1942__,,,,,,,,
1676_BINDUNG_1,1676,Kurz_Adolf_1926__,,,,,,,,
1680_BINDUNG_1,1680,Zeier_Hans_1937__,Polit. Amt,Stadtrat Dübendorf,,,,,,
1685_BINDUNG_1,1685,Schuler_Eduard_1912__,,,,,,,,
1707_BINDUNG_1,1707,Schaufelberger_Jakob_1904__,,,,,,,,
1713_BINDUNG_1,1713,Messikommer_Alfred_1888__,,,,,,,,
1746_BINDUNG_1,1746,Merz_Jakob_1891__,,,,,,,,
1750_BINDUNG_1,1750,Buff_Ernst_1893__,,,,,,,,
1797_BINDUNG_1,1797,Huber_Fridolin_1903__,,,,,,,,
1821_BINDUNG_1,1821,Langhard_Konrad_1897__,,,,,,,,
1825_BINDUNG_1,1825,Diriwächter_Jakob_1893__,,,,,,,,
1826_BINDUNG_1,1826,Rubli_Ernst_1890__,,,,,,,,
1845_BINDUNG_1,1845,Werner_Markus_1962__,,,,,,,,
1850_BINDUNG_1,1850,Züblin_Georg_1941__,,,,,,,,
1851_BINDUNG_1,1851,Kaltenrieder_Urs_Daniel_1947__,,,,,,,,
1893_BINDUNG_1,1893,Kunz_Helen_1942__,,,,,,,,
1909_BINDUNG_1,1909,Hürlimann_Karl_1910__,,,,,,,,
1918_BINDUNG_1,1918,Mona_Marco_1942__,,,,,,,,
1924_BINDUNG_1,1924,Winkelmann_Josef_1942__,,,,,,,,
1935_BINDUNG_1,1935,Hafner_Franz_1925__,,,,,,,,
1953_BINDUNG_1,1953,Günthart_Gottfried_1907__,,,,,,,,
1958_BINDUNG_1,1958,Hürlimann_Albert_1902__,,,,,,,,
1961_BINDUNG_1,1961,Eberle_Hans_1935__,,,,,,,,
1962_BINDUNG_1,1962,Gugerli_Karl_1910__,,,,,,,,
1964_BINDUNG_1,1964,Szabel_Erhard_1927__,,,,,,,,
1978_BINDUNG_1,1978,Kessler_Emil_1924__,,,,,,,,
1980_BINDUNG_1,1980,Meier_Emil_1909__,,,,,,,,
1981_BINDUNG_1,1981,Egli_Jules_1914__,,,,,,,,
1984_BINDUNG_1,1984,Gyr_Ernst_1917__,,,,,,,,
1987_BINDUNG_1,1987,Cueni_Josef_1918__,,,,,,,,
1992_BINDUNG_1,1992,Langner_Paul_1912__,,,,,,,,
1994_BINDUNG_1,1994,Bührer_Max_1907__,,,,,,,,
2000_BINDUNG_1,2000,Kunz_Ernst_1903__,,,,,,,,
2003_BINDUNG_1,2003,Hürlimann_Fritz_1886__,,,,,,,,
2005_BINDUNG_1,2005,Peter_Werner_1901__,,,,,,,,
2015_BINDUNG_1,2015,Meier_Emil_1893__,,,,,,,,
2016_BINDUNG_1,2016,Moos_Albert_1899__,,,,,,,,
2025_BINDUNG_1,2025,Hirzel_Karl_1882__,,,,,,,,
2046_BINDUNG_1,2046,Schneider_Heinrich_1918__,,,,,,,,
2052_BINDUNG_1,2052,Mantel_Hans_1908__,,,,,,,,
2058_BINDUNG_1,2058,Fehr_Otto_1886__,,,,,,,,
2061_BINDUNG_1,2061,Meier_Walter_1942__,,,,,,,,
2106_BINDUNG_1,2106,Günthard_Alois_1880__,,,,,,,,
2140_BINDUNG_1,2140,Hess_Alfred_1876__,,,,,,,,
2146_BINDUNG_1,2146,Andreae_Karl_1874_08_23,,,,,,,,
2162_BINDUNG_1,2162,Locher_Hans_1896__,,,,,,,,
2196_BINDUNG_1,2196,Schäfer_Eugen_1887__,,,,,,,,
2206_BINDUNG_1,2206,Meier_Josef_1879__,,,,,,,,
2212_BINDUNG_1,2212,Gysler_Paul_1893_12_06,Polit. Amt,Nationalrat,2,12,1935,6,12,1959
2218_BINDUNG_1,2218,Schurter_Otto_1890__,,,,,,,,
2223_BINDUNG_1,2223,Held-Fürst_Gottfried_1863__,,,,,,,,
2232_BINDUNG_1,2232,Peter_Albert_1885__,,,,,,,,
2242_BINDUNG_1,2242,Rebsamen_Wilhelm_1885__,,,,,,,,
2243_BINDUNG_1,2243,Kägi_Karl_1892__,,,,,,,,
2244_BINDUNG_1,2244,Oertli_Konrad_1892__,,,,,,,,
2263_BINDUNG_1,2263,Pelizzoni_Josef_1876__,,,,,,,,
2273_BINDUNG_1,2273,Leuenberger_Hermann_1901_07_15,Polit. Amt,Nationalrat,4,12,1939,28,1,1971
2277_BINDUNG_1,2277,Appenzeller_Hans_1912__,,,,,,,,
2355_BINDUNG_1,2355,Schrafl_Anton_1932__,,,,,,,,
2408_BINDUNG_1,2408,Genner_Ruth_1956_01_13,Polit. Amt,Nationalrat,27,4,1998,14,9,2008
2408_BINDUNG_2,2408,Genner_Ruth_1956_01_13,Polit. Amt,Stadtrat Zürich,,,2008,,,2014
2409_BINDUNG_1,2409,Goll_Christine_1956_12_10,Polit. Amt,Nationalrat,25,10,1991,4,12,2011
2414_BINDUNG_1,2414,Hackhofer_Karl_1904_04_10,Polit. Amt,Nationalrat,3,12,1951,28,11,1971
2465_BINDUNG_1,2465,Gatti_Ernst_1881__,,,,,,,,
2468_BINDUNG_1,2468,Schelling_Emil_1876__,,,,,,,,
2482_BINDUNG_1,2482,Täuber_Karl_1867__,,,,,,,,
2483_BINDUNG_1,2483,Baumann_Arnold_1862__,,,,,,,,
2512_BINDUNG_1,2512,Pfleghard_Otto_1869_12_12,Polit. Amt,Grosser Stadtrat Zürich,,,1913,,,1931
2512_BINDUNG_2,2512,Pfleghard_Otto_1869_12_12,Polit. Amt,Nationalrat,1,6,1931,6,12,1931
2515_BINDUNG_1,2515,Roth-Ochsner_Johann_1872__,,,,,,,,
2516_BINDUNG_1,2516,Thomann_Albert_1862__,,,,,,,,
2518_BINDUNG_1,2518,Rietmann_Ernst_1870__,,,,,,,,
2519_BINDUNG_2,2519,Wetter_Ernst_1877_08_27,Polit. Amt,Bundesrat,15,12,1938,31,12,1943
2519_BINDUNG_1,2519,Wetter_Ernst_1877_08_27,Polit. Amt,Nationalrat,3,12,1929,15,12,1938
2539_BINDUNG_1,2539,Schneider_Karl_1879__,,,,,,,,
2540_BINDUNG_1,2540,Wirth_Werner_1886__,,,,,,,,
2542_BINDUNG_1,2542,Hausammann_Louis_1892__,,,,,,,,
2544_BINDUNG_1,2544,Müller_Hermann_1879__,,,,,,,,
2553_BINDUNG_1,2553,Fischbacher_Jakob_1887__,,,,,,,,
2556_BINDUNG_1,2556,Butz_Paul_1888__,,,,,,,,
2557_BINDUNG_1,2557,Eberhard_Konrad_1858__,,,,,,,,
2569_BINDUNG_1,2569,Messmer_Arnold_1889__,,,,,,,,
2572_BINDUNG_1,2572,Hauser_Rudolf_1873__,,,,,,,,
2573_BINDUNG_1,2573,Hafner_Heinrich_1876__,,,,,,,,
2574_BINDUNG_1,2574,Müller_Kaspar_1878__,,,,,,,,
2575_BINDUNG_1,2575,Appenzeller_Albert_1878__,,,,,,,,
2576_BINDUNG_1,2576,Geyer_August_1882__,,,,,,,,
2577_BINDUNG_1,2577,Riedi_Andreas_1866__,,,,,,,,
2579_BINDUNG_1,2579,Gasser_Gotthilf_1877__,,,,,,,,
2582_BINDUNG_1,2582,Bühler_Hans_1889__,,,,,,,,
2608_BINDUNG_1,2608,Toggenburger_Emil_1892__,,,,,,,,
2610_BINDUNG_1,2610,Weidmann_Alfred_1925__,,,,,,,,
2645_BINDUNG_1,2645,Schudel_Max_1894__,,,,,,,,
2686_BINDUNG_1,2686,Beyeler_Walter_1911__,,,,,,,,
2701_BINDUNG_1,2701,Fuchs_Hans_1922__,,,,,,,,
2705_BINDUNG_1,2705,Bloch_Heini_1940__,,,,,,,,
2742_BINDUNG_1,2742,Spinner_Heinrich_1886__,,,,,,,,
2744_BINDUNG_1,2744,Studer_Jean_1875__,,,,,,,,
2749_BINDUNG_1,2749,Meyerhofer_Eduard_1885__,,,,,,,,
2757_BINDUNG_1,2757,Felber_Ernst_1889__,,,,,,,,
2759_BINDUNG_1,2759,Wipf_Erhard_1873__,,,,,,,,
2761_BINDUNG_1,2761,Hauser_Emil_1862__,,,,,,,,
2764_BINDUNG_1,2764,Zwald_Hans_1869__,,,,,,,,
2765_BINDUNG_1,2765,Schweizer_Karl_1881__,,,,,,,,
2769_BINDUNG_1,2769,Schwarzenbach_Fritz_1864__,,,,,,,,
2772_BINDUNG_1,2772,Kessler_Ernst_1883__,,,,,,,,
2778_BINDUNG_1,2778,Broch_Josef_1890__,,,,,,,,
2779_BINDUNG_1,2779,Vollrath_Otto_1884__,,,,,,,,
2784_BINDUNG_1,2784,Baumgartner_Leo_1889__,,,,,,,,
2790_BINDUNG_1,2790,Näf_Rudolf_1859__,,,,,,,,
2832_BINDUNG_1,2832,Kägi_Wilhelm_1866__,,,,,,,,
2835_BINDUNG_1,2835,Furrer_Johannes_1879__,,,,,,,,
2851_BINDUNG_1,2851,Müller_Heinrich_1911_09_30,Polit. Amt,Nationalrat,29,11,1971,24,6,1977
2876_BINDUNG_1,2876,Steiger_Hans_1944_06_25,Polit. Amt,Nationalrat,25,11,1991,3,12,1995
2881_BINDUNG_1,2881,Tanner_Fritz_1923_06_20,Polit. Amt,Nationalrat,4,12,1967,1,6,1974
2897_BINDUNG_1,2897,Gubelmann_Richard_1929_04_24,,,,,,,,
2908_BINDUNG_1,2908,Freitag_Emil_1883__,Polit. Amt,Stadtrat Winterthur,,,1922,,,1947
2909_BINDUNG_1,2909,Loepfe_Ernst_1896__,Polit. Amt,Stadtrat Winterthur,,,1942,,,1950
2911_BINDUNG_2,2911,Brunner_Ferdinand_1893__,Polit. Amt,Grosser Gemeinderat Winterthur,,,1938,,,1942
2911_BINDUNG_1,2911,Brunner_Ferdinand_1893__,Polit. Amt,Stadtrat Winterthur,,,1942,,,1959
2912_BINDUNG_1,2912,Schätti_Albert_1905__,Polit. Amt,Stadtrat Winterthur,,,1947,,,1970
2937_BINDUNG_1,2937,Buser_Hans___,,,,,,,,
2940_BINDUNG_1,2940,Schwarz-Erb_Heinrich___,,,,,,,,
2946_BINDUNG_1,2946,Büeler_Heinrich_1875__,,,,,,,,
2954_BINDUNG_3,2954,Schmid_Werner_1898_11_06,Polit. Amt,Gemeinderat Zürich,,,1942,,,1946
2954_BINDUNG_2,2954,Schmid_Werner_1898_11_06,Polit. Amt,Nationalrat,3,12,1962,28,10,1971
2954_BINDUNG_1,2954,Schmid_Werner_1898_11_06,Polit. Amt,Nationalrat,1,12,1947,2,12,1951
2964_BINDUNG_1,2964,Meier_Irène_1962__,,,,,,,,
